Age,Number_of_Dependents,Work_Experience,Household_Size,Education_Level_Bachelor's,Education_Level_Doctorate,Education_Level_High School,Education_Level_Master's,Occupation_Education,Occupation_Finance,Occupation_Healthcare,Occupation_Others,Occupation_Technology,Location_Rural,Location_Suburban,Location_Urban,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Employment_Status_Full-time,Employment_Status_Part-time,Employment_Status_Self-employed,Type_of_Housing_Apartment,Type_of_Housing_Single-family home,Type_of_Housing_Townhouse,Primary_Mode_of_Transportation_Biking,Primary_Mode_of_Transportation_Car,Primary_Mode_of_Transportation_Public transit,Primary_Mode_of_Transportation_Walking,Homeownership_Status_Rent,Gender_Male,Income
0.7878782420872679,1.4429036183326125,-0.2633653516291955,1.4974164732692516,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,72510
1.6429592758845917,-1.4744106120204257,-1.423625271214643,1.4974164732692516,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,75462
0.13012360070471105,-0.890947765949818,-1.628377021729722,1.4974164732692516,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,71748
-0.7907328972308685,-0.3074849198792103,0.48739106692609413,-1.4870702526195039,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,74520
1.0509800986402906,0.2759779261913973,-0.6728688526593535,0.005173110324873936,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,640210
-1.2511611461986583,-0.890947765949818,-1.2871241042045904,-1.4870702526195039,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,73406
-0.3960801124013344,0.2759779261913973,-0.33161593513422183,0.005173110324873936,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,3584362
0.7878782420872679,-0.890947765949818,0.6238922339361468,1.4974164732692516,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,70066
-0.5276310406778458,0.859440772262005,1.3746486524914363,-0.9896557983047112,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,69636
-0.26452918412482307,0.859440772262005,-0.2633653516291955,1.0000020189544592,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,5188124
-1.0538347537838912,0.859440772262005,1.715901570016568,0.5025875646396665,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,68944
-1.0538347537838912,-0.3074849198792103,1.511149819501489,-0.9896557983047112,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,66796
-0.19875371998656738,0.859440772262005,-0.2633653516291955,-0.9896557983047112,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,9892000
1.7087347400228474,-0.3074849198792103,-1.3553746877096167,0.005173110324873936,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,35349
0.5905518496725009,-1.4744106120204257,0.48739106692609413,-0.49224134398991864,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,73964
0.8536537062255235,0.859440772262005,0.8968945679562521,1.0000020189544592,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,756798
-0.19875371998656738,-0.3074849198792103,1.1698969019763574,1.4974164732692516,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1011213
-1.5800384668899368,-0.890947765949818,-0.05861360111411652,-0.49224134398991864,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,66298
-0.33030464826307876,-0.3074849198792103,-0.5363676856493008,-0.49224134398991864,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,3856805
1.7087347400228474,1.4429036183326125,1.0333957349663048,-0.49224134398991864,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,70496
-1.6458139310281923,-0.3074849198792103,0.6238922339361468,1.0000020189544592,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,233049
-0.19875371998656738,1.4429036183326125,-0.12686418461914284,0.5025875646396665,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,66856
1.1167555627785464,-0.890947765949818,0.9651451514612784,-0.9896557983047112,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,3270292
0.1958990648429667,-0.3074849198792103,0.9651451514612784,-1.4870702526195039,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,65642
0.7221027779490122,-0.890947765949818,-0.19511476812416917,0.5025875646396665,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,72402
-1.6458139310281923,1.4429036183326125,0.48739106692609413,1.4974164732692516,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,74310
-0.3960801124013344,0.2759779261913973,0.21438873290598878,1.0000020189544592,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,69002
0.3932254572577338,0.859440772262005,-1.0823723536895116,0.005173110324873936,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1538406
-0.9880592896456356,1.4429036183326125,-0.7411194361643798,0.5025875646396665,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,5579421
-0.33030464826307876,-1.4744106120204257,-1.0823723536895116,0.5025875646396665,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,6252651
1.1167555627785464,-0.3074849198792103,0.009636982390909809,1.0000020189544592,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,71376
-0.1329782558483117,-0.890947765949818,0.9651451514612784,0.005173110324873936,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,3907114
1.4456328834698247,0.859440772262005,0.21438873290598878,-1.4870702526195039,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,239639
-0.001427327571800327,-0.3074849198792103,0.5556416504311205,-0.9896557983047112,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,5922905
0.9852046345020349,0.859440772262005,-0.5363676856493008,1.4974164732692516,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,875085
0.06434813656645536,0.2759779261913973,-1.628377021729722,0.5025875646396665,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,490898
-0.7249574330926128,-0.3074849198792103,-0.05861360111411652,1.4974164732692516,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,69972
-0.7907328972308685,-0.890947765949818,-0.33161593513422183,0.005173110324873936,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,8440036
1.3140819551933134,0.2759779261913973,1.715901570016568,0.005173110324873936,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,50958
1.5771838117463362,-0.3074849198792103,0.35088989991604147,-1.4870702526195039,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,74064
1.1167555627785464,0.859440772262005,-0.2633653516291955,1.4974164732692516,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,69066
1.6429592758845917,0.2759779261913973,-1.1506229371945378,0.5025875646396665,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,73738
-1.5800384668899368,-0.890947765949818,0.07788756589593614,0.005173110324873936,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,70502
0.6563273138107565,-0.3074849198792103,-0.05861360111411652,1.0000020189544592,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,70586
1.5771838117463362,0.859440772262005,-0.05861360111411652,1.4974164732692516,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,6366832
-1.316936610336914,0.859440772262005,0.07788756589593614,1.0000020189544592,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,65836
-0.3960801124013344,1.4429036183326125,-1.0823723536895116,-1.4870702526195039,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,73828
-1.1853856820604025,0.2759779261913973,0.28263931641101514,1.4974164732692516,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,5350468
0.7878782420872679,-0.3074849198792103,-1.4918758547196693,1.4974164732692516,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,74820
-0.5934065048161015,1.4429036183326125,-0.33161593513422183,-1.4870702526195039,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,590478
-1.514263002751681,0.859440772262005,0.28263931641101514,0.005173110324873936,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1248886
-0.1329782558483117,0.2759779261913973,0.48739106692609413,0.005173110324873936,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,65970
-0.8565083613691242,-1.4744106120204257,1.1698969019763574,0.5025875646396665,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,68644
