Trip_Distance_km,Passenger_Count,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Time_of_Day_Afternoon,Time_of_Day_Evening,Time_of_Day_Morning,Time_of_Day_Night,Time_of_Day_missing,Traffic_Conditions_High,Traffic_Conditions_Low,Traffic_Conditions_Medium,Traffic_Conditions_missing,Weather_Clear,Weather_Rain,Weather_Snow,Weather_missing,Day_of_Week_Weekend,Day_of_Week_missing,Trip_Price
-0.3999030139177974,0.48541880144235344,0.0743517434447167,-1.024476186853944,0.23233018979744172,-0.26097816224056825,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,36.2624
0.4936440174446806,-1.3798287632489035,-0.9422275189873203,-0.04749975498992031,-1.2810730091634626,-0.786162153520612,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,52.9032
0.1600939269703309,1.4180425837879818,-0.020213769339658925,-1.7155082971967903,-1.2810730091634626,1.7378943217914535,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,36.4698
-1.8119387905097354e-16,0.48541880144235344,-0.6703516697322406,-1.4295639756756127,0.23233018979744172,-1.2504184551778352,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,15.618000000000002
-0.9461295382267098,-0.44720498090327493,-1.1195378554580249,1.143934918014987,1.65670967117241,0.8658667640648309,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,60.2028
-1.1904269286505835,1.4180425837879818,0.015248297954481675,1.0247914507144962,4.941809050081654e-16,-1.8086049450035737,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.2645
0.82872415420561,0.48541880144235344,-0.6230689133400528,1.5251940133765576,-0.568883268475978,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,101.1216
0.43397221226807703,-0.44720498090327493,-0.12659997122208125,0.6911897422731224,1.5676859535864744,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,75.5657
-1.8119387905097354e-16,1.4180425837879818,-1.296848191928729,-1.5487074429761034,1.2115910832427326,-1.133005719967191,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,14.892
0.7445716084437328,0.48541880144235344,1.3037034096415985,1.2869070787755759,-1.6371678795072047,0.790341815469876,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,88.13279999999999
-0.8053652798613878,0.48541880144235344,0.7363103329353456,0.0,-1.2810730091634626,0.7005369396195725,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,36.118
-0.8813575787615072,-0.44720498090327493,-1.3914137047131045,0.07164371231057053,0.41037762496931296,-0.6449495395510535,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,28.9914
-0.8772774553306283,1.4180425837879818,0.9845448039943314,-0.9053327195534535,1.2115910832427326,-0.8899296249094788,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,27.4415
-0.57534832144559,1.4180425837879818,1.0909310058767536,1.2869070787755759,-0.7469307036478493,1.6782359590357752,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,56.716
-0.02453165827693903,1.4180425837879818,0.9490827367001903,0.8579905964938095,-0.8359544212337846,1.5592365652412032,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,69.0049
-0.25607866297931636,1.4180425837879818,-1.3677723265170108,1.7634809479775386,1.0335436480708613,-0.14134410501242525,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,69.6268
-0.6079893088926213,0.0,0.5117172400724538,-1.1912770410746312,-1.548144161921269,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,27.3543
0.19324492984622202,-1.3798287632489035,1.1854965186611293,-0.9291614130135517,-0.3908358333041071,-0.1594320128692002,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,44.7782
-0.9869307725354987,1.4180425837879818,0.2753034581115147,-0.976818799933748,0.054282754625570494,-0.2616128256741394,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,26.2988
4.016501641930074,-0.44720498090327493,0.5235379291705005,1.0962775310947905,0.23233018979744172,-1.2380425182231996,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,201.869509186128
-0.42030363107219204,-1.3798287632489035,-0.13842066032012848,-1.0721335737741404,0.8554962128989905,-0.2539968644712868,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,39.2366
-0.19589684237385263,0.48541880144235344,0.1098138107388573,-1.501050056055907,-0.4798595508900427,0.15091840614704305,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,33.632000000000005
0.6262480289482448,-1.3798287632489035,0.0,0.0,0.4994013425552481,-1.7280026889400504,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,83.69649999999999
-0.8369862364506993,0.48541880144235344,0.49989655097440655,-1.644022216816496,0.3213539073833773,-0.18957852596382516,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,28.2443
5.656444924781445,1.4180425837879818,-1.4859792174974797,1.2392496918553797,0.23233018979744172,1.0413512034472263,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,280.87730155406564
0.14479346410453517,-1.3798287632489035,-0.22116548400645689,-0.4287588503514904,0.5884250601411837,0.6716597533920894,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,64.7971
-1.2194978080955956,-0.44720498090327493,-0.7294551152224756,1.2630783853154777,-0.8359544212337846,0.5075992558139734,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,24.260800000000003
0.18253460584016487,-1.3798287632489035,0.16891725622909234,0.23844456653125767,-1.4591204443353334,1.5090981539890898,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,58.8121
-0.9094084273487997,-1.3798287632489035,-1.296848191928729,1.4775366264563612,-1.2810730091634626,-1.7445039382128975,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20.7765
1.035790418322714,0.0,1.0554689385826126,-1.7155082971967903,0.054282754625570494,1.0632470919054273,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,57.28
1.0776116834892226,-0.44720498090327493,-1.190461990046306,-1.477221362595809,1.3006148008286682,0.16519833340239176,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,61.5552
0.6843897878382691,-1.3798287632489035,-1.4032343938111513,-0.833846639173159,0.766472495313055,-0.6281309585614206,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,54.1018
-0.5743282905878704,-0.44720498090327493,-1.249565435536541,0.643532355352926,1.122567365656797,-1.3129328033845835,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,35.016400000000004
-1.0914839354517705,1.4180425837879818,1.3391654769357395,1.429879239536165,-0.4798595508900427,1.428813229642352,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,40.9225
0.3743004070914731,0.48541880144235344,0.09799312164081062,0.0,-0.30181211571817146,-0.09215768891066897,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,60.0471
-0.23567804582492194,-1.3798287632489035,-0.11477928212403456,0.4290741142120425,4.941809050081654e-16,1.3942240725127302,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,62.77850000000001
-1.0307920994174469,-0.44720498090327493,-1.3914137047131045,-1.0721335737741404,-1.0140018564056559,0.3276721723965807,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,20.791
-0.09848389546161898,-0.44720498090327493,0.5353586182685477,1.143934918014987,-1.548144161921269,0.650081196650674,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,57.0482
-1.2495887183983276,1.4180425837879818,1.3037034096415985,1.7158235610573425,0.41037762496931296,1.1248094449618191,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,42.9921
0.936847425123901,0.0,0.0,-0.7861892522529627,1.8347571063442814,0.595182809646778,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,85.88400000000001
-0.6890817620813393,0.48541880144235344,0.45261379458221873,0.0,-1.1030255739915913,-0.35744700414336783,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,29.4758
0.31972875620346786,-0.44720498090327493,-1.497799906595527,-1.4295639756756127,-1.548144161921269,0.06428684746459461,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,30.9982
-0.556987766006635,-1.3798287632489035,-1.3677723265170108,0.0,1.0335436480708613,1.1203668009268217,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,64.05529999999999
-0.03626201314071588,0.48541880144235344,-1.5923654193799026,0.04781501885047236,-0.8359544212337846,-0.44661721656010045,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,44.844
0.030550008039925983,-0.44720498090327493,-0.8594826953009919,-1.2151057345347294,1.2115910832427326,-0.39394015157370316,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,44.1197
-0.8737073473286092,-0.44720498090327493,-1.2850275028306817,-0.16664322229041115,0.766472495313055,-1.4611267151234237,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,20.1596
1.08730197663756,0.48541880144235344,0.0,-0.5479023176519813,1.65670967117241,1.5275033935626507,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,104.1764
0.6012572729341115,0.48541880144235344,-0.39847582047716096,0.11930109923076686,-0.30181211571817146,-1.4779452961130566,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,57.0766
1.0123297085951604,1.4180425837879818,1.5755792588966786,0.357588033831748,0.5884250601411837,0.5551990133318021,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,98.3796
0.9006363296748507,-1.3798287632489035,0.39351034909198424,-1.7155082971967903,-0.034740962960365114,-0.3022312854226864,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,41.9343
0.15856388068375143,-1.3798287632489035,1.1854965186611293,0.9771340637942998,0.4994013425552481,-0.3298391447830272,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,72.2695
0.9679583662843525,1.4180425837879818,0.7481310220333923,0.8103332095736131,-0.12376468054630024,0.6697557630913766,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,99.8989
-1.1144346297504641,-0.44720498090327493,-1.3677723265170108,0.0,-1.0140018564056559,-1.565211518229076,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,10.2366
-0.8461665141701767,0.48541880144235344,0.842696534817768,0.0,0.054282754625570494,0.35654935862406334,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,32.342
-1.222557900668755,0.48541880144235344,-0.7885585607127101,0.9533053703342016,0.1433064722115061,1.0070793780343896,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,37.1504
-0.5228167322730242,0.48541880144235344,0.49989655097440655,1.668166174137146,1.122567365656797,1.2120756670778385,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,78.715
-0.36420193389760713,-0.44720498090327493,-0.5639654678498183,-0.8815040260933553,0.8554962128989905,-1.1879041069710867,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,29.8609
-0.6574608054920278,0.48541880144235344,1.7647102844654299,-0.5717310111120795,0.6774487777271193,1.4646717136391165,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,59.181
0.7353913307242553,0.48541880144235344,-0.835841317104898,-1.0721335737741404,-1.2810730091634626,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,47.314800000000005
-0.4442743562286055,1.4180425837879818,-0.7767378716146635,0.33375934037165034,0.8554962128989905,1.4078693363345074,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,69.6575
6.062861901190252,-0.44720498090327493,1.5282965025044908,-1.1912770410746312,0.054282754625570494,-0.039163292207486246,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,320.958663578238
0.020349699462728778,-1.3798287632489035,-1.6869309321642783,-0.47641623727168675,1.4786622360005393,0.1677369871366759,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,61.459500000000006
-0.9833606645334797,1.4180425837879818,0.7008482656412045,0.7626758226534168,1.5676859535864744,1.5436873111187122,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,68.3748
0.6690893249724734,1.4180425837879818,0.8072344675236268,0.26227325999135587,-1.548144161921269,1.4738743334258966,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,71.2142
-1.1496256943417948,-1.3798287632489035,1.197317207759176,-0.35727276997119595,1.2115910832427326,-0.1746639352749055,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,33.8442
1.1306532880906484,1.4180425837879818,1.6819654607791008,-0.23812930267070564,-1.548144161921269,-0.8086927054123844,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,65.084
0.5941170569300738,-0.44720498090327493,1.6937861498771476,0.26227325999135587,-0.3908358333041071,-0.3755349120001428,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,69.52810000000001
-0.8390262981661386,0.48541880144235344,-1.5332619738896676,-1.7155082971967903,0.23233018979744172,-0.39520947844084525,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,23.5462
-1.322010909296428,-0.44720498090327493,1.1500344513669882,-1.4533926691357109,-1.192049291577527,-0.7633142699120542,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,11.3358
0.7022403278483643,-1.3798287632489035,0.5235379291705005,1.4060505460760668,0.9445199304849261,-0.8299539304370146,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,92.8432
0.4309121196949177,-1.3798287632489035,0.5235379291705005,-1.4533926691357109,-1.72619159709314,1.332027056022767,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,36.4388
0.4859937860117827,0.0,-1.3086688810267757,0.786504516113515,-1.1030255739915913,-1.5553742350087245,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,61.8883
0.5915669797857742,-0.44720498090327493,0.5353586182685477,1.5490227068366553,0.3213539073833773,0.6627744653220952,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,104.2421
-1.1506457251995144,0.0,1.717427528073242,-0.7623605587928645,0.8554962128989905,-1.1796534823346632,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18.8626
-0.4401942327977267,-1.3798287632489035,1.4691930570142562,0.0,1.5676859535864744,-0.5529233416832513,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,45.385000000000005
-1.0460925622832427,-0.44720498090327493,-0.20934479490841018,0.286101953451454,0.766472495313055,-1.5855207481033495,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,16.9284
0.8210739227727121,-1.3798287632489035,-1.6278274866740432,1.4060505460760668,0.6774487777271193,-0.8248766229684462,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,94.2463
0.22180579386237423,-0.44720498090327493,-0.48122064416348986,1.6205087872169497,-0.30181211571817146,0.9940687776461832,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,87.6076
-0.509046315693808,-0.44720498090327493,1.161855140465036,0.9056479834140058,-1.72619159709314,1.419610609855572,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,42.8661
-1.1771665275002272,-0.44720498090327493,0.7126689547392512,-1.4295639756756127,-1.2810730091634626,-1.0016303892179836,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,11.2613
-1.8119387905097354e-16,-1.3798287632489035,-0.13842066032012848,0.643532355352926,0.1433064722115061,-0.1184962214038675,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,45.8161
-0.5233267477018841,1.4180425837879818,-1.5687240411838086,-0.2619579961308033,0.6774487777271193,-0.09374434749459651,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,42.9949
0.4875238322983624,-0.44720498090327493,-0.256627551300598,-0.04749975498992031,-0.21278839813223585,1.3777228232398826,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,76.2217
-1.8119387905097354e-16,-1.3798287632489035,-0.10295859302598734,-1.5725361364362016,0.8554962128989905,0.9734422160551238,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,57.9476
0.8812557433781758,-1.3798287632489035,1.5282965025044908,-1.0483048803140422,0.1433064722115061,0.06206552544709615,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,59.761300000000006
-0.15560562349392357,-0.44720498090327493,0.49989655097440655,1.0962775310947905,4.941809050081654e-16,0.6377052596960384,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,55.3948
-1.0369122845637653,-0.44720498090327493,-0.6703516697322406,-0.1189858353702148,-1.0140018564056559,1.2822059764874398,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,29.4658
0.4467225979895736,1.4180425837879818,0.09799312164081062,-0.6670457849524721,1.3006148008286682,-1.7752851147410935,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,40.4165
0.5655561929139213,-1.3798287632489035,0.0,-0.35727276997119595,0.8554962128989905,-0.33999375972016405,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,63.56110000000001
0.06676110348897622,-1.3798287632489035,1.6819654607791008,1.310735772235674,1.4786622360005393,1.500530197635881,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,105.9418
-1.8119387905097354e-16,-1.3798287632489035,-0.07931721482989343,-0.7623605587928645,1.8347571063442814,0.17091030430453144,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,60.077
-0.02963181256553772,1.4180425837879818,-0.5048620223595838,-1.3104205083751217,-1.0140018564056559,0.12267588335313132,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,33.0286
-0.26729900241423343,0.48541880144235344,0.6535655092490167,-0.833846639173159,-1.72619159709314,-0.5411820681621867,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,27.865
-1.2720293972681616,0.48541880144235344,0.5826413746607355,1.5490227068366553,1.8347571063442814,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,40.65
-1.0659831640087774,0.48541880144235344,0.7717724002294868,0.33375934037165034,-0.7469307036478493,0.5815375458250007,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,29.645000000000003
-1.2572389498312255,0.0,-0.8240206280068513,0.16695848615096318,0.6774487777271193,-0.2835087141323406,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,25.7527
0.25444678130940546,-0.44720498090327493,-0.6467102915361467,0.38141672729184617,-1.1030255739915913,0.7960537863720153,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,62.4923
-0.5503575654314569,-1.3798287632489035,-1.320489570124823,-0.4287588503514904,0.3213539073833773,1.3326617194563384,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,53.9332
-0.06482287715686809,0.48541880144235344,0.5589999964646416,1.143934918014987,1.4786622360005393,-1.2456584794260523,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,58.7766
