Week of the month,Day of the week,Non-urgent order,Urgent order,Order type A,Order type B,Order type C,Fiscal sector orders,Orders from the traffic controller sector,Banking orders (1),Banking orders (2),Banking orders (3),Total orders
-1.5862118562569305,-0.02398005688555833,2.0856563170639237,3.87288013015654,0.5050671569151833,1.3187681650183456,3.9642851763494042,-0.4184892386843788,1.740405747664722,-0.038509015279716875,2.714011073327234,-0.6382593482478144,2.686524705454715
-1.5862118562569305,0.6954216496811941,-0.6372503702972421,-0.8491400607080359,-0.7526758916636472,-1.0571595426587597,-0.21781251887726436,-0.4184892386843788,-0.33774866203941584,-0.5629021207536331,0.2504518913622666,-1.183894660638605,-0.8575848406712697
-1.5862118562569305,1.4148233562479466,-1.8702291319015485,-1.2821564530651979,-1.6219833289441061,-1.671507444353585,-1.3887015674297125,-0.41099498722974265,-2.6878976617076153,-0.9631267885801428,-1.4464287514472767,-0.6264477319829589,-1.9297358835118987
-0.7996605225758079,-1.4627834700190634,-0.018250983543740083,0.32461012428341407,-0.5660896970181863,0.08077128703005407,0.5536471206685861,-0.32031778889334384,0.4519450532604976,-0.28851841802128925,-0.257621400465516,-0.35984267914764984,0.1828506185878542
-0.7996605225758079,-0.7433817634523109,-1.1900465364957982,-0.20022786357315828,-0.7729732991753089,-1.0456126957745497,-0.5672372105211715,-0.3835647291998946,0.33314376882938623,-0.6019946622758859,-1.568274720487565,-0.21917706726618932,-1.0169280742933229
-0.7996605225758079,-0.02398005688555833,-0.8941705170399532,-0.8373376082549995,-1.1418077201062182,-1.1631480700830124,-0.33247053747239635,0.008672280014220135,0.6231611006208536,-0.8444665413240633,-0.7937038290260988,0.14199761449487808,-1.0524139632331682
-0.7996605225758079,0.6954216496811941,-0.4124960223645941,-6.866206615777223e-05,-0.47172549639668754,-0.8517806860298025,0.33669234694316336,-0.4184892386843788,0.1710217655103818,-0.290882256812709,-0.7751057622355194,-0.16426072151530288,-0.42576670339122147
-0.7996605225758079,1.4148233562479466,-0.7715139256370347,-0.18746043073087942,-0.7245058749060372,-0.46244724289439787,-0.3678753373569286,-0.33354898175733716,-0.7830261275550496,-0.45409863525045485,-0.5660704626723273,-0.3537834734013928,-0.584288348084442
-0.01310918889468533,-1.4627834700190634,0.6717685137985112,0.20265144893536963,-0.9714487404370994,0.7759669910053708,0.5478071536773236,-0.41279014702984307,1.8277085704616973,-0.606120229977892,0.5968937914839696,-0.9707486762228041,0.4886505197564372
-0.01310918889468533,-0.7433817634523109,-0.37776218278349794,-0.6634555650396652,-0.8415239102964885,-1.3101765954692157,0.7103285684050153,4.258659035673698,1.1342463757448136,-0.8674582186255138,0.07452961566985163,-0.8564674539199818,-0.5902533088006228
-0.01310918889468533,-0.02398005688555833,0.08528313477317791,-0.5985791911783194,-0.3430859902145989,0.035895589500715544,-0.3614270404707423,0.6304896806514211,0.2101261548881937,-0.654333621176472,0.7299185182069491,-0.5794313633442809,-0.21894013153979702
-0.01310918889468533,0.6954216496811941,-0.3872363670969714,-1.0295913934962866,-0.4424308211753711,-0.8536488505859396,-0.14821957889804652,-0.38321867429867046,1.8523451625009952,-0.6438747495427375,-1.0633135549634272,0.4549287467066332,-0.6449508731037147
-0.01310918889468533,1.4148233562479466,-0.028856846841058822,-0.16734430107821957,-0.469851065623843,0.5406577532961726,-0.2707372197355862,-0.29304433699061305,-0.9900396391872716,-0.28185060860020905,-0.0310835025706273,0.6775853831798502,0.08221160212730907
0.7734421447864372,-1.4627834700190634,0.6933429580161761,0.8345280307370911,-0.3144339769725435,0.23123803016319075,1.3812677761137504,-0.40955128943869795,-0.7958404623405905,-0.3063141100548077,0.9395015519995827,0.46581997728851293,0.7037379994676288
0.7734421447864372,-0.7433817634523109,0.30777412473813576,0.8511553851363379,0.23600600826455329,0.5461231283274253,0.1000763510138217,-0.411730353894844,1.1039880110254072,-0.5058800850021211,0.538933551204895,0.5383770486297679,0.4051523243727666
0.7734421447864372,-0.02398005688555833,-0.7228082032169263,0.19801212014093703,0.21715459020622907,-0.6186575983331053,-0.6523060630272367,-0.4184892386843788,0.6462269032348272,-0.8160781754610696,-0.4133522006998856,0.08577738902644265,-0.6064149759486147
0.7734421447864372,0.6954216496811941,-0.413555157823834,1.4655509760406362,-0.02421853817123721,-0.3370218544499088,0.6184707542716066,-0.38377019929749645,0.22012960333368045,-0.8964932951012543,0.3082876465891955,-0.5477547560885322,0.09011236141553346
0.7734421447864372,1.4148233562479466,-0.9741134811551743,-0.37978844523287775,-0.23538655352343332,-0.7503631995407789,-0.6228385629171552,-0.31562982640332254,-0.14611235214984306,-0.45985212966730665,-1.2829051869485812,-0.4229657972384034,-0.7624718538553376
1.55999347846756,-1.4627834700190634,0.9881163158980182,1.6627038924888446,0.3761063197434641,0.9629225652562516,1.1687903104149626,-0.4184892386843788,-0.4324920663247698,-0.3060465056633262,1.897538513313498,-1.0670056789006848,1.1649307546141525
-1.5862118562569305,-0.7433817634523109,-0.6019361825193024,1.7714126447999896,2.0545787440785346,-0.5708007871503562,-0.2909337722470376,4.145109771209514,1.325965358762035,-0.6132563470840648,-0.025481675224067246,3.890498404834366,-0.026035552907081642
-1.5862118562569305,-0.02398005688555833,-0.6155453477352876,-0.7420643521325311,-0.4931475623720561,-1.2971391917583006,0.06939219111389378,0.6250825728197933,0.8478666615698868,-0.8357693986009153,-1.2330862690798405,1.8313655355968679,-0.8061061042263434
-1.5862118562569305,0.6954216496811941,-0.7148284155103253,-0.5704463013688802,-0.2560588471896638,-0.7310853312487247,-0.5597182530199204,-0.3673001488423581,0.3495130481038191,-0.5674290950428614,-0.7869567391997976,1.876004241221192,-0.7267045988439741
-1.5862118562569305,1.4148233562479466,0.2649444278110699,-1.1613854458885282,-1.0729893331603466,0.3602805031738179,-0.04361117016704669,-0.3172195161058211,0.15407377434240838,-0.2194987853850243,0.3311182051527314,0.6123146984954866,-0.04163448791203779
-0.7996605225758079,-1.4627834700190634,1.3665178489450387,0.8356785842781107,0.35393448145895745,0.592330389955287,1.7547823315966171,-0.41187634580629795,1.1224241184910564,-0.07376589385740183,1.392054510570348,0.506316947339446,1.2214403164178205
-0.7996605225758079,-0.7433817634523109,-0.7169031603140416,-0.47647205730885345,-0.8619819833029655,-0.664129518593126,-0.4946026210673371,-0.40870778061696406,0.06908579911959525,-0.5470688609243123,-0.5929841309462447,0.5129897435410201,-0.7860053120771001
-0.7996605225758079,-0.02398005688555833,-0.3542435721064064,-1.247454273682842,-0.8855998110408095,-0.5809763217539973,-0.3961018444813667,-0.38941521987371597,1.2551144883671412,-0.7237100596680456,-0.2933984044522129,0.7059639417382692,-0.6983203895492421
-0.7996605225758079,0.6954216496811941,-0.7835126246067784,-0.6867635529028946,0.12257616892497666,-0.6681043367976733,-0.8260450810173129,-0.3285744425522395,-0.33741796952882125,-0.4896900193174916,-0.7926830515985035,0.9356768684476335,-0.7346503767036413
-0.7996605225758079,1.4148233562479466,-0.37136384391329597,-0.8821349670940405,-0.7742050679688928,-0.9802468104007701,0.12209789321004287,-0.4184892386843788,0.5294097738672835,-0.020245015561105886,-0.8831338904876265,0.4512472039747302,-0.661337633108921
-0.01310918889468533,-1.4627834700190634,1.8457258637838119,0.5364604343523847,0.30514572620005576,2.524370274639576,1.3918770494812118,-0.10679650773019225,2.254301909128736,0.24787228433737998,1.9910516844854074,0.46367241069490284,2.1374444442088407
-0.01310918889468533,-0.7433817634523109,-0.30778669894906735,0.4775595159782687,-0.46877996232507435,-0.39445797750561673,0.42302652563066906,-0.3831916387595123,0.7497336590509381,-0.08926464819737086,-0.415020300398639,0.7111027618015504,-0.12623563829605888
-0.01310918889468533,-0.02398005688555833,0.4882333965466875,-0.9932190557479352,-0.3511728201203007,0.7847910874194655,-0.8600628887414202,0.08437178965700982,0.38076349035500917,-0.21713494659360458,1.175898666024417,0.776373446485914,-0.027172271836014204
-0.01310918889468533,0.6954216496811941,-0.024475217954888915,0.46549726111274325,-0.35144059594499294,0.22493794330898348,0.43735877795506045,-0.3034692408899915,-0.1628949970625192,0.7340202621954014,-0.7212286316668263,1.0253377737308544,0.2558144682538925
0.7734421447864372,-0.7433817634523109,3.8121486765592003,2.3095747849541723,0.8446604577897145,3.142335260900539,3.4479104283427646,-0.4184892386843788,1.6834439627148015,3.654297784968962,2.4356127027084136,0.5675225952573334,3.5517366300153124
0.7734421447864372,-0.02398005688555833,0.9075349687662688,-0.29865586327584054,0.9781199288162613,0.894575566229061,-0.4407775919645291,-0.1210983079448479,-1.7565848787455627,2.604931764506253,-0.39094489131364535,0.8199383688134328,0.5082786169055306
0.7734421447864372,0.6954216496811941,-0.06348912548770728,0.23004204613769974,1.0151801029536487,-0.17262337350983406,-0.08512360219660874,-0.3409134626240143,-1.3585137691173086,1.100482175963331,-0.7130126182252049,2.4797005504463696,0.07621287748254593
0.7734421447864372,1.4148233562479466,0.0033089519690036374,-1.542107324074846,0.6439892547654489,-0.0033358661781660373,-1.4328176514095456,-0.3985207894621772,0.1501881373429218,0.44282208353163793,-0.4433779952774475,0.652734969739505,-0.529264399138389
1.55999347846756,-1.4627834700190634,3.0354106499035773,0.7838665603018867,3.5381639232026885,3.0089801101379785,0.3066651833297522,-0.3690953086424585,-0.8489166102910244,3.2909802228009397,1.410005255089769,1.8780751090078873,2.5893633736381316
1.55999347846756,-0.7433817634523109,0.7092299899047727,-0.2794304847517118,-0.04890746920784947,0.30666020559447515,0.4372371119760759,2.441870804246746,-0.37536493511955205,1.9953958618093126,-0.3151085975464368,0.6071758784322052,0.3656147640030621
1.55999347846756,-0.02398005688555833,0.3105162699682222,-0.2620979523757116,-0.27367849645440456,-0.18558128085665818,0.4849788421296512,2.5013489903946518,1.2131992126492752,1.0663849164153991,-0.6132005034147192,0.8821411012212107,0.06170564283507989
-1.5862118562569305,1.4148233562479466,1.4874479044623474,0.10303578106131274,3.094191605863174,0.43594116769737484,0.881974931556555,-0.3100388769054193,-0.5455062318204755,2.049295846326874,0.1487973977800234,-0.6975475259928355,1.305051058230098
-0.7996605225758079,-1.4627834700190634,1.156968623769696,1.179768322303588,1.3536487453644734,0.9069173767541804,1.0561762802667733,-0.35262525818732016,-1.0227781977361372,0.5006915331895079,2.232926140804656,-0.812902531592463,1.286559680009938
-0.7996605225758079,-0.7433817634523109,-0.10276418970910534,-0.6083403389618058,-0.31154199806586863,-0.24564078392736716,-0.35755806233903037,-0.4184892386843788,0.3268606111280888,-0.0786942747338524,-0.1633613189807321,-0.9058614855730137,-0.36995492944491826
-0.7996605225758079,-0.02398005688555833,-0.6750165292068467,-0.4032820062478843,0.06714657321371015,-0.796550587077618,-0.670239628329574,1.841681834936056,-0.19042514856951995,-0.7337898250805147,-0.22931349960756583,-0.4912277353924382,-0.7469742106361283
-0.7996605225758079,0.6954216496811941,-0.8750045178391896,-0.455762093570506,-0.25241709597385126,-0.6284157770252689,-0.7255246491801974,-0.3328568719548888,-0.7596296324304814,-0.4630633823650844,-1.0146896935952858,-0.6999251890071896,-0.7444869345639096
-0.7996605225758079,1.4148233562479466,-0.7145962762315877,-0.913237027331917,-0.21589247348584764,-0.7234934284780395,-0.7391025724348842,-0.35118696750410716,-0.10089015132603102,-0.3680192226572455,-0.6794265511562737,-0.804005469990364,-0.7969335702948579
-0.01310918889468533,-1.4627834700190634,0.221331260818265,1.8013270368664915,0.37112568940419105,0.4147355125761156,0.6989162995762549,-0.4069775061108431,-0.5528641401812056,-0.22737081456777117,0.6016491204759384,-0.9718991583265238,0.6361201051604322
-0.01310918889468533,-0.7433817634523109,-0.7644917124552258,0.7594451335279939,-0.39112497316436334,-0.2018780354953018,-0.5880420929275463,-0.4184892386843788,0.8333161911037242,-0.655604742036009,-0.5021847339111135,-0.8108316638057675,-0.46850058233337
-0.01310918889468533,-0.02398005688555833,-0.6492635779719069,-0.1524613343056799,-0.7008880471681936,0.03001285855798546,-1.0964842191043869,-0.4097459453206366,-0.9208422313453507,-0.5695030290768429,0.12838184922811563,-0.49329860317913365,-0.6374440263156154
-0.01310918889468533,0.6954216496811941,-0.7533780444856688,-0.2307732043557023,-0.670093827328601,2.617261776079846,-0.42452301717218044,0.49679893951442294,-0.5884135850701254,-0.588614442701812,-0.38897802748974203,-0.7078251661193982,1.1449762728220991
-0.01310918889468533,1.4148233562479466,-0.6106704228818002,-0.5065349078967768,0.2867763046261769,-0.4127421412465342,-0.7397109023298072,-0.31400769405383416,-1.430604736426932,-0.10989248670740158,-0.49516377697009156,-0.8325374261626123,-0.5156012627054767
0.7734421447864372,-1.4627834700190634,0.7214753368581753,0.05207739358326479,-0.5727305374705508,0.5159145099728658,0.6440449430541791,-0.4184892386843788,-0.4181896152415532,-0.38692993298860345,1.8608652169513518,-0.9436739973819341,0.46968644653612646
0.7734421447864372,-0.7433817634523109,-0.323514135083532,-0.07281333756286085,-0.9596666041506466,0.125328999103029,-0.5017565806316343,-0.41078951713214074,0.5656206037773925,-0.5989618125057625,0.2565018648965514,-0.8385199331019547,-0.3627744672997801
0.7734421447864372,-0.02398005688555833,-1.103545637756243,-1.1738188470576079,-1.0421415581558158,-0.5495951320290967,-1.5855327882310748,-0.39246482869075405,-0.8162607248698073,-0.5401334471117506,-0.7408723728954302,-0.5924701605197707,-1.26358482722883
0.7734421447864372,0.6954216496811941,-1.2046422936464174,-0.7112963235678543,-0.006813109566250046,-1.1387824344891377,-1.0079843859909545,-0.34960268490944024,-1.0461746928607054,-0.3231508863521841,-1.439756352652263,-0.7138843718656551,-1.1125362653951267
0.7734421447864372,1.4148233562479466,-0.5532159513942727,-1.4785299622759414,-0.8228331577329796,-0.7527679645545302,-0.8303277234775726,-0.4184892386843788,-0.8709076622455656,-0.40006484853715274,-0.3535993756699116,-0.9274138503160293,-0.9832541828540531
1.55999347846756,-1.4627834700190634,-0.20078500015600814,1.4553444526928854,0.3758920990837105,-0.32972806304456476,0.6216584029210044,-0.4184892386843788,-1.0315415492668942,-0.29790687208909783,1.2166550720969451,-1.0605629791198545,0.1798006103725993
1.55999347846756,-0.7433817634523109,-0.3158680475901163,0.5251033574636133,0.11309690473087569,0.12950255821780352,-0.5618352410542533,-0.4046524497432432,0.5564438866083924,-0.27250675526431406,0.20680743207995644,-0.9020265452272814,-0.16275695437909057
1.55999347846756,-0.02398005688555833,0.3043790877865999,-0.3444924317648347,0.33556505988507906,0.6588688466994085,-0.8965383492410177,1.0630583071816477,-1.3343732158439026,0.9313339001810791,0.2979055932402375,-0.6221525987957387,0.028965886753249796
1.55999347846756,0.6954216496811941,0.3482098853532214,-0.390663031927028,1.3201767672779599,-0.25343142760828,-0.19034034082253126,-0.4184892386843788,-0.6194986810660181,1.411393878132897,-0.7292205720145853,-0.7790783577431042,0.04588161497290958
1.55999347846756,1.4148233562479466,0.2838057442084907,0.08110103452123506,2.969943623206036,0.2369418942867162,-0.8845420837131313,-0.31749527860523413,-1.4200225760879048,1.3699374978192242,-0.5822535194512786,-0.9529545530186063,0.3491942400692737
