Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,Concrete compressive strength
2.506119802311017,-0.8364690620990217,-0.8653626019282094,-0.9411282432316365,-0.5969063330986448,0.8463083251585701,-1.2040693923666843,-0.2803121270531477,2.7486892555196305
2.506119802311017,-0.8364690620990217,-0.8653626019282094,-0.9411282432316365,-0.5969063330986448,1.039754554354738,-1.2040693923666843,-0.2803121270531477,1.6366710170414702
0.5165342405527195,0.8180514201142478,-0.8653626019282094,2.153087862224661,-1.019445625670277,-0.5465045250538386,-2.2252416427147943,3.518568538309387,0.30839287804159016
0.5165342405527195,0.8180514201142478,-0.8653626019282094,2.153087862224661,-1.019445625670277,-0.5465045250538386,-2.2252416427147943,5.009864667274018,0.3563141059981072
-0.7673477195409483,0.7007836526029916,-0.8653626019282094,0.46533362288486246,-1.019445625670277,0.05188914392630703,0.6577019664996869,4.9313753973285115,0.5559858891502631
-0.12109197562524093,0.4871473236715939,-0.8653626019282094,2.153087862224661,-1.019445625670277,-0.5465045250538386,-1.278789313123863,0.692954820271138,0.7237101869980743
0.9719815378226913,0.2665445927098246,-0.8653626019282094,2.153087862224661,-1.019445625670277,-0.5465045250538386,-2.2252416427147943,5.009864667274018,0.5191234061067885
0.9719815378226913,0.2665445927098246,-0.8653626019282094,2.153087862224661,-1.019445625670277,-0.5465045250538386,-2.2252416427147943,-0.2803121270531477,0.07370173599813305
-0.12109197562524093,0.4871473236715939,-0.8653626019282094,2.153087862224661,-1.019445625670277,-0.5465045250538386,-1.278789313123863,-0.2803121270531477,0.651213970345907
1.8828761323626346,-0.8364690620990217,-0.8653626019282094,2.153087862224661,-1.019445625670277,-0.5465045250538386,-2.2252416427147943,-0.2803121270531477,0.24818415573724753
-0.7673477195409483,0.7007836526029916,-0.8653626019282094,0.46533362288486246,-1.019445625670277,0.05188914392630703,0.6577019664996869,0.692954820271138,0.17323044021551523
-0.7673477195409483,0.7007836526029916,-0.8653626019282094,0.46533362288486246,-1.019445625670277,0.05188914392630703,0.6577019664996869,-0.2803121270531477,-0.44421615076269
