MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
0.021808664977673448,0.010888079206297996,-0.4578942711166004,0.436870608774026,-0.8866770583824938,0.0033268776749174867,-0.4765303687737965,-0.884280819107435,0.45459371232612833,0.4482309428862542,-0.4542913591218127,-0.8909845727043628,1.340561472040587,0.9294285988471472,0.4569228888678413,0.4603993811699654,-0.00035509644138147727,-1.3413597337462388,-1.3458820715422477,-0.4305917192146545,-0.5833571005503395
-1.332766799474087,0.9033535879192494,-0.0062329265549506815,-1.3574434225393566,-2.226203282144948,0.45290494185297875,0.4126017681303855,1.80964399157782,2.246625691536252,-0.447603858525266,-0.4542913591218127,-0.4424873549935188,-0.8895447830176157,-0.8775678021388488,-0.4371635779511418,0.012322124556860327,0.443515455285514,-0.8989587661518329,-0.8956639436429208,-0.8746380420100084,-1.0824818999534143
0.9248589746121805,-1.327810183863129,-0.0062329265549506815,-0.46028640688266526,0.4528491653799602,2.251217198565224,1.3017339050345675,0.013694117787650032,-0.8894302720814645,0.00031354218049409703,-1.3571858421225331,-1.787979008126051,0.8945402210289464,-0.8775678021388488,-0.8842068113606334,0.9084766377830705,-0.00035509644138147727,-1.3413597337462388,0.4549904400550598,0.013454603580699418,-0.3837071807891091
0.021808664977673448,0.9033535879192494,1.3487511071299985,-0.9088649147110108,0.4528491653799602,-0.8958292506812051,0.8571678365824765,-0.884280819107435,-0.8894302720814645,0.4482309428862542,-1.3571858421225331,-0.4424873549935188,-0.4435235320059752,0.025930398354149196,-0.4371635779511418,0.9084766377830705,-0.00035509644138147727,1.7554470394146027,0.004772312155732939,0.45750092637605333,0.21524257849458195
-0.42971648983958005,0.45712083356277367,-0.0062329265549506815,-0.46028640688266526,0.8993579066341115,0.90248300603104,-0.031964300321705476,0.013694117787650032,-0.8894302720814645,-0.447603858525266,0.900050365379268,-0.4424873549935188,-0.4435235320059752,3.1881741000796424,-1.7782932781796164,-0.8838323886693499,-0.00035509644138147727,-0.014156830963021004,0.004772312155732939,-1.3186843648053623,-0.18405726102787875
0.9248589746121805,-1.7740429382196048,-1.3612169602399,0.8854491166023716,-0.8866770583824938,0.90248300603104,0.4126017681303855,-0.884280819107435,-1.3374382668839955,0.00031354218049409703,-0.4542913591218127,-0.4424873549935188,0.8945402210289464,-0.4258187018923498,0.009879655458349767,-1.331909645282455,-1.331966751622068,-0.014156830963021004,0.9052085679543866,-0.8746380420100084,-1.3819567795952599
0.9248589746121805,-0.4353446751501777,-0.0062329265549506815,0.8854491166023716,-0.8866770583824938,1.8016391343871625,-0.9210964372258875,-0.43529335065989244,0.45459371232612833,0.4482309428862542,-0.0028441176214524574,-1.339481790415207,-0.8895447830176157,-1.7810660026318468,-0.8842068113606334,0.9084766377830705,0.8873860070124096,1.3130460718201968,-0.8956639436429208,-1.3186843648053623,-0.4835321406697243
-0.42971648983958005,0.010888079206297996,-0.4578942711166004,-0.9088649147110108,0.006340424125808846,-0.8958292506812051,-0.9210964372258875,0.013694117787650032,-0.4414222772789336,0.4482309428862542,0.4486031238789077,0.9030042981390134,0.0024977190056653083,0.4776794986006482,-0.4371635779511418,-0.4357551320562448,-0.444225648168277,-0.45655779855742695,0.9052085679543866,0.9015472491714073,-0.3837071807891091
-1.7842919542913405,1.349586342275725,1.3487511071299985,-0.46028640688266526,2.2388841303965656,0.0033268776749174867,-0.031964300321705476,0.911669054682735,0.006585717523597375,1.3440657442977746,0.4486031238789077,0.9030042981390134,0.44851897001730584,-0.4258187018923498,0.009879655458349767,0.012322124556860327,0.8873860070124096,0.8706451042257909,1.8056448237530403,-0.4305917192146545,2.1119168162262683
0.47333381979492695,-0.8815774295066534,0.4454284180066991,0.436870608774026,-1.3331857996366452,0.90248300603104,-0.9210964372258875,-0.884280819107435,0.45459371232612833,-0.447603858525266,-1.8086330836228932,-0.8909845727043628,-1.3355660340292563,-0.4258187018923498,1.798052589096316,0.012322124556860327,-0.00035509644138147727,0.8706451042257909,-0.8956639436429208,0.45750092637605333,-0.8828319801921839
2.7309595938811944,1.349586342275725,-0.0062329265549506815,-0.46028640688266526,0.006340424125808846,0.45290494185297875,-1.8102285741300694,1.80964399157782,-1.3374382668839955,3.135735347120815,-1.8086330836228932,0.9030042981390134,0.44851897001730584,0.9294285988471472,-0.4371635779511418,-0.4357551320562448,-0.444225648168277,0.42824413663138494,-0.8956639436429208,-1.3186843648053623,0.7143673778976578
-0.8812416446568335,0.010888079206297996,0.8970897625683488,-0.011707899054319626,2.2388841303965656,0.90248300603104,-0.4765303687737965,0.911669054682735,1.7986176967337213,0.8961483435920143,-1.3571858421225331,1.3515015158498573,-0.4435235320059752,0.025930398354149196,-0.8842068113606334,-0.4357551320562448,1.7751271104662005,0.42824413663138494,-0.44544581574359393,0.013454603580699418,1.413142097061962
0.021808664977673448,-0.8815774295066534,-0.4578942711166004,-0.9088649147110108,2.2388841303965656,1.3520610702091014,0.4126017681303855,-0.43529335065989244,0.45459371232612833,-0.8955212592310262,-0.0028441176214524574,0.006009862717325246,2.232603974063868,-0.8775678021388488,-0.4371635779511418,-0.4357551320562448,0.443515455285514,-1.7837607013406447,0.4549904400550598,0.013454603580699418,0.11541761861396678
