pgain,vgain,motor_A,motor_B,motor_C,motor_D,motor_E,screw_A,screw_B,screw_C,screw_D,screw_E,class
0.832064781784749,1.0698050715881349,0,0,0,0,1,0,0,0,0,1,-0.7128533481045071
1.8175599488631395,1.8020077230439484,0,1,0,0,0,0,0,0,1,0,-0.5681539642928329
-0.15343038529364178,0.3376024201323212,0,0,0,1,0,0,0,0,1,0,-0.6646202115925631
-1.1389255523720325,-0.39460023132349237,0,1,0,0,0,1,0,0,0,0,2.6433659618621403
1.8175599488631395,1.8020077230439484,0,0,0,1,0,0,1,0,0,0,-0.6646202115925631
-0.15343038529364178,0.3376024201323212,0,0,0,0,1,0,0,1,0,0,-0.37522143110713585
-1.1389255523720325,-0.39460023132349237,0,0,1,0,0,1,0,0,0,0,2.3861121659973463
-1.1389255523720325,-0.39460023132349237,1,0,0,0,0,1,0,0,0,0,2.7719926668633543
1.8175599488631395,1.8020077230439484,0,0,1,0,0,1,0,0,0,0,-0.3993379832855093
-0.15343038529364178,-1.126802882779306,0,0,0,1,0,1,0,0,0,0,-0.23052362290012013
1.8175599488631395,1.8020077230439484,0,1,0,0,0,0,0,0,0,1,-0.5922705164712063
0.832064781784749,1.0698050715881349,0,0,0,0,1,0,0,1,0,0,-0.6405036465521109
-0.15343038529364178,-1.126802882779306,0,1,0,0,0,0,0,1,0,0,-0.7128533481045071
-1.1389255523720325,-1.126802882779306,0,0,0,0,1,0,0,1,0,0,-0.18631260635675623
0.832064781784749,1.0698050715881349,0,0,1,0,0,0,0,1,0,0,-0.5681539642928329
-1.1389255523720325,-0.39460023132349237,0,0,0,0,1,0,1,0,0,0,0.328163923452421
-1.1389255523720325,-1.126802882779306,0,0,0,1,0,0,0,1,0,0,-0.3149326873873654
0.832064781784749,1.0698050715881349,0,1,0,0,0,0,0,1,0,0,-0.5922705164712063
0.832064781784749,1.0698050715881349,0,1,0,0,0,0,1,0,0,0,-0.5440373735282229
-0.15343038529364178,-0.39460023132349237,0,0,1,0,0,0,0,0,0,1,-0.7610864717543723
-0.15343038529364178,0.3376024201323212,0,0,0,0,1,0,0,0,1,0,-0.3028717231237002
-0.15343038529364178,0.3376024201323212,1,0,0,0,0,0,0,0,1,0,-0.18229429999455346
1.8175599488631395,1.8020077230439484,0,1,0,0,0,0,0,1,0,0,-0.5922705164712063
-0.15343038529364178,-0.39460023132349237,1,0,0,0,0,0,0,1,0,0,-0.51992081491881
1.8175599488631395,1.8020077230439484,1,0,0,0,0,0,1,0,0,0,-0.51992081491881
1.8175599488631395,1.8020077230439484,0,0,0,0,1,0,0,1,0,0,-0.6405036465521109
-1.1389255523720325,-1.126802882779306,1,0,0,0,0,1,0,0,0,0,2.5147391282401377
-0.15343038529364178,-0.39460023132349237,1,0,0,0,0,0,0,0,0,1,-0.5922705164712063
-1.1389255523720325,-0.39460023132349237,0,0,1,0,0,0,0,0,1,0,0.328163923452421
-1.1389255523720325,-0.39460023132349237,0,1,0,0,0,0,1,0,0,0,1.871605217371702
-0.15343038529364178,-0.39460023132349237,0,1,0,0,0,0,0,0,0,1,-0.6646202115925631
-1.1389255523720325,-1.126802882779306,0,1,0,0,0,0,0,1,0,0,1.6143552801305618
-0.15343038529364178,-1.126802882779306,0,0,1,0,0,0,0,0,0,1,-0.5440373735282229
1.8175599488631395,-0.39460023132349237,0,0,1,0,0,1,0,0,0,0,-0.5440373735282229
1.8175599488631395,1.8020077230439484,0,0,1,0,0,0,0,1,0,0,-0.5681539642928329
-1.1389255523720325,-0.39460023132349237,0,0,0,0,1,0,0,0,0,1,-0.18631260635675623
-1.1389255523720325,-1.126802882779306,0,0,0,1,0,0,0,0,0,1,-0.5721747787604103
-0.15343038529364178,-0.39460023132349237,0,0,0,0,1,0,0,1,0,0,-0.8093196018352768
1.8175599488631395,1.8020077230439484,0,0,1,0,0,0,1,0,0,0,-0.5440373735282229
-0.15343038529364178,-1.126802882779306,0,0,1,0,0,0,0,0,1,0,-0.7610864717543723
-0.15343038529364178,-1.126802882779306,0,0,0,1,0,0,1,0,0,0,-0.44757111336641386
-0.15343038529364178,0.3376024201323212,0,0,1,0,0,0,1,0,0,0,-0.32698828173311306
-0.15343038529364178,0.3376024201323212,0,0,1,0,0,0,0,1,0,0,-0.3028717231237002
-0.15343038529364178,-1.126802882779306,0,1,0,0,0,0,0,0,1,0,-0.7369699067139199
0.832064781784749,0.3376024201323212,0,1,0,0,0,1,0,0,0,0,-0.4716876655447873
-0.15343038529364178,0.3376024201323212,1,0,0,0,0,0,1,0,0,0,-0.23052362290012013
-0.15343038529364178,-1.126802882779306,0,1,0,0,0,1,0,0,0,0,-0.37522143110713585
-0.15343038529364178,-0.39460023132349237,0,0,0,0,1,0,0,0,1,0,-0.6163870815116587
-1.1389255523720325,-0.39460023132349237,0,0,1,0,0,0,0,0,0,1,1.742978319439305
-1.1389255523720325,-1.126802882779306,0,0,0,1,0,0,0,0,1,0,-0.44355373307388785
1.8175599488631395,1.8020077230439484,0,0,0,1,0,1,0,0,0,0,-0.6163870815116587
-1.1389255523720325,-0.39460023132349237,0,0,1,0,0,0,1,0,0,0,2.000231793752127
-1.1389255523720325,-0.39460023132349237,0,1,0,0,0,0,0,0,0,1,2.128858691684524
0.832064781784749,1.0698050715881349,0,0,1,0,0,0,0,0,1,0,-0.5681539642928329
-0.15343038529364178,-0.39460023132349237,0,1,0,0,0,0,1,0,0,0,-0.4234545483259616
-0.15343038529364178,0.3376024201323212,1,0,0,0,0,0,0,0,0,1,-0.1581797028521644
-0.15343038529364178,-0.39460023132349237,1,0,0,0,0,1,0,0,0,0,-0.32698828173311306
-0.15343038529364178,0.3376024201323212,0,1,0,0,0,0,0,0,1,0,-0.23052362290012013
-1.1389255523720325,-0.39460023132349237,0,0,0,0,1,1,0,0,0,0,3.5437534756641864
-0.15343038529364178,0.3376024201323212,0,1,0,0,0,0,0,1,0,0,-0.2787551323590902
-0.15343038529364178,-0.39460023132349237,0,0,0,0,1,0,1,0,0,0,-0.51992081491881
0.832064781784749,1.0698050715881349,0,0,0,0,1,1,0,0,0,0,-0.51992081491881
0.832064781784749,1.0698050715881349,0,0,0,0,1,0,1,0,0,0,-0.6163870815116587
1.8175599488631395,-1.126802882779306,0,0,1,0,0,1,0,0,0,0,-0.5440373735282229
-0.15343038529364178,0.3376024201323212,0,0,0,1,0,1,0,0,0,0,-0.4234545483259616
-0.15343038529364178,-0.39460023132349237,0,0,1,0,0,0,1,0,0,0,-0.5681539642928329
-1.1389255523720325,-0.39460023132349237,0,0,0,1,0,0,1,0,0,0,0.19954480707772523
-1.1389255523720325,-0.39460023132349237,0,0,0,1,0,0,0,1,0,0,-0.05769348998206045
0.832064781784749,-0.39460023132349237,0,0,1,0,0,1,0,0,0,0,-0.5440373735282229
-0.15343038529364178,-0.39460023132349237,0,1,0,0,0,0,0,0,1,0,-0.6405036465521109
1.8175599488631395,1.8020077230439484,0,1,0,0,0,1,0,0,0,0,-0.37522143110713585
-0.15343038529364178,-0.39460023132349237,0,0,0,1,0,1,0,0,0,0,-0.7128533481045071
0.832064781784749,1.0698050715881349,0,0,1,0,0,0,1,0,0,0,-0.5440373735282229
1.8175599488631395,1.8020077230439484,1,0,0,0,0,0,0,0,0,1,-0.5681539642928329
-0.15343038529364178,-1.126802882779306,1,0,0,0,0,0,0,1,0,0,-0.6646202115925631
0.832064781784749,1.0698050715881349,1,0,0,0,0,0,0,0,0,1,-0.5681539642928329
-0.15343038529364178,-1.126802882779306,0,0,0,0,1,0,0,1,0,0,-0.7128533481045071
-1.1389255523720325,-1.126802882779306,0,1,0,0,0,0,1,0,0,0,2.000231793752127
-1.1389255523720325,-0.39460023132349237,1,0,0,0,0,0,0,0,1,0,2.128858691684524
-1.1389255523720325,-0.39460023132349237,0,0,0,0,1,0,0,0,1,0,-0.05769348998206045
-1.1389255523720325,-1.126802882779306,0,0,0,0,1,1,0,0,0,0,3.672380309286188
1.8175599488631395,1.8020077230439484,1,0,0,0,0,0,0,1,0,0,-0.5681539642928329
0.832064781784749,1.0698050715881349,0,0,1,0,0,0,0,0,0,1,-0.5922705164712063
0.832064781784749,1.0698050715881349,0,0,1,0,0,1,0,0,0,0,-0.3993379832855093
1.8175599488631395,1.8020077230439484,0,0,0,0,1,1,0,0,0,0,-0.51992081491881
0.832064781784749,1.0698050715881349,0,1,0,0,0,0,0,0,0,1,-0.5922705164712063
-0.15343038529364178,0.3376024201323212,0,0,0,0,1,0,0,0,0,1,-0.3511048403425259
-0.15343038529364178,-0.39460023132349237,0,1,0,0,0,1,0,0,0,0,-0.3511048403425259
0.832064781784749,1.0698050715881349,0,1,0,0,0,0,0,0,1,0,-0.5681539642928329
-0.15343038529364178,-0.39460023132349237,0,0,1,0,0,0,0,1,0,0,-0.6646202115925631
0.832064781784749,0.3376024201323212,1,0,0,0,0,1,0,0,0,0,-0.44757111336641386
-0.15343038529364178,0.3376024201323212,0,0,1,0,0,0,0,0,0,1,-0.2064089614473368
-0.15343038529364178,0.3376024201323212,1,0,0,0,0,1,0,0,0,0,-0.18229429999455346
1.8175599488631395,0.3376024201323212,0,0,1,0,0,1,0,0,0,0,-0.5440373735282229
-0.15343038529364178,-1.126802882779306,1,0,0,0,0,0,0,0,0,1,-0.7369699067139199
1.8175599488631395,1.8020077230439484,1,0,0,0,0,0,0,0,1,0,-0.5681539642928329
-1.1389255523720325,-1.126802882779306,0,0,0,0,1,0,0,0,1,0,-0.3149326873873654
-0.15343038529364178,-1.126802882779306,0,0,1,0,0,0,1,0,0,0,-0.6163870815116587
-1.1389255523720325,-0.39460023132349237,0,1,0,0,0,0,0,0,1,0,1.742978319439305
-0.15343038529364178,0.3376024201323212,0,1,0,0,0,0,1,0,0,0,-0.25463858018071683
-0.15343038529364178,-0.39460023132349237,0,1,0,0,0,0,0,1,0,0,-0.5681539642928329
-1.1389255523720325,-0.39460023132349237,1,0,0,0,0,0,0,0,0,1,2.000231793752127
-1.1389255523720325,-1.126802882779306,0,1,0,0,0,0,0,0,1,0,1.6143552801305618
0.832064781784749,1.0698050715881349,0,0,0,1,0,0,1,0,0,0,-0.6405036465521109
-0.15343038529364178,-1.126802882779306,0,0,1,0,0,0,0,1,0,0,-0.7369699067139199
-0.15343038529364178,-0.39460023132349237,0,0,1,0,0,0,0,0,1,0,-0.7369699067139199
-0.15343038529364178,-1.126802882779306,0,0,0,0,1,0,1,0,0,0,-0.13406504139938122
-1.1389255523720325,-1.126802882779306,0,0,0,1,0,0,1,0,0,0,-0.05769348998206045
1.8175599488631395,1.8020077230439484,0,0,0,0,1,0,1,0,0,0,-0.6163870815116587
-1.1389255523720325,-1.126802882779306,0,0,0,1,0,1,0,0,0,0,0.7140213368869028
0.832064781784749,1.0698050715881349,1,0,0,0,0,0,0,0,1,0,-0.5681539642928329
-0.15343038529364178,-1.126802882779306,0,0,1,0,0,1,0,0,0,0,-0.4234545483259616
1.8175599488631395,1.8020077230439484,0,0,1,0,0,0,0,0,1,0,-0.5922705164712063
-0.15343038529364178,0.3376024201323212,0,1,0,0,0,1,0,0,0,0,-0.2064089614473368
-0.15343038529364178,0.3376024201323212,0,0,0,0,1,1,0,0,0,0,-0.10995037994659788
-0.15343038529364178,-1.126802882779306,1,0,0,0,0,1,0,0,0,0,-0.3511048403425259
-0.15343038529364178,0.3376024201323212,1,0,0,0,0,0,0,1,0,0,-0.25463858018071683
1.8175599488631395,1.8020077230439484,0,0,0,0,1,0,0,0,1,0,-0.6887367766330155
-0.15343038529364178,-0.39460023132349237,0,0,0,0,1,1,0,0,0,0,-0.25463858018071683
-1.1389255523720325,-1.126802882779306,0,0,1,0,0,0,0,0,1,0,0.07092569070302945
-0.15343038529364178,-1.126802882779306,0,1,0,0,0,0,1,0,0,0,-0.51992081491881
-0.15343038529364178,-0.39460023132349237,0,0,1,0,0,1,0,0,0,0,-0.3993379832855093
0.832064781784749,-1.126802882779306,0,0,1,0,0,1,0,0,0,0,-0.5440373735282229
-1.1389255523720325,-1.126802882779306,0,0,1,0,0,0,0,0,0,1,-0.05769348998206045
-1.1389255523720325,-1.126802882779306,0,0,1,0,0,1,0,0,0,0,1.871605217371702
-0.15343038529364178,0.3376024201323212,0,0,1,0,0,1,0,0,0,0,-0.23052362290012013
-1.1389255523720325,-1.126802882779306,0,0,1,0,0,0,0,1,0,0,0.328163923452421
0.832064781784749,1.0698050715881349,0,0,0,1,0,1,0,0,0,0,-0.6163870815116587
0.832064781784749,1.0698050715881349,1,0,0,0,0,0,1,0,0,0,-0.51992081491881
-1.1389255523720325,-0.39460023132349237,0,0,1,0,0,0,0,1,0,0,1.871605217371702
0.832064781784749,1.0698050715881349,0,0,0,0,1,0,0,0,1,0,-0.6887367766330155
-0.15343038529364178,0.3376024201323212,0,0,0,1,0,0,0,1,0,0,-0.5440373735282229
1.8175599488631395,1.8020077230439484,0,0,0,0,1,0,0,0,0,1,-0.7128533481045071
-0.15343038529364178,-0.39460023132349237,0,0,0,1,0,0,1,0,0,0,-0.6646202115925631
-0.15343038529364178,-0.39460023132349237,1,0,0,0,0,0,0,0,1,0,-0.5922705164712063
1.8175599488631395,1.8020077230439484,0,1,0,0,0,0,1,0,0,0,-0.5440373735282229
-0.15343038529364178,-1.126802882779306,1,0,0,0,0,0,1,0,0,0,-0.4958042563093973
0.832064781784749,1.0698050715881349,1,0,0,0,0,0,0,1,0,0,-0.5681539642928329
-0.15343038529364178,-1.126802882779306,0,1,0,0,0,0,0,0,0,1,-0.7610864717543723
-1.1389255523720325,-1.126802882779306,0,0,1,0,0,0,1,0,0,0,1.6143552801305618
-0.15343038529364178,-0.39460023132349237,0,0,0,0,1,0,0,0,0,1,-0.5681539642928329
-0.15343038529364178,0.3376024201323212,0,1,0,0,0,0,0,0,0,1,-0.18229429999455346
-1.1389255523720325,-1.126802882779306,1,0,0,0,0,0,0,0,0,1,1.6143552801305618
-0.15343038529364178,-0.39460023132349237,1,0,0,0,0,0,1,0,0,0,-0.37522143110713585
-1.1389255523720325,-1.126802882779306,1,0,0,0,0,0,0,1,0,0,1.6143552801305618
-1.1389255523720325,-0.39460023132349237,0,0,0,0,1,0,0,1,0,0,0.07092569070302945
-1.1389255523720325,-1.126802882779306,0,1,0,0,0,1,0,0,0,0,2.3861121659973463
-1.1389255523720325,-0.39460023132349237,0,0,0,1,0,0,0,0,1,0,0.07092569070302945
-1.1389255523720325,-0.39460023132349237,1,0,0,0,0,0,0,1,0,0,2.128858691684524
-0.15343038529364178,-1.126802882779306,0,0,0,0,1,1,0,0,0,0,-0.32698828173311306
0.832064781784749,1.0698050715881349,0,1,0,0,0,1,0,0,0,0,-0.37522143110713585
-1.1389255523720325,-1.126802882779306,0,0,0,0,1,0,0,0,0,1,-0.44355373307388785
-1.1389255523720325,-0.39460023132349237,0,0,0,1,0,0,0,0,0,1,-0.3149326873873654
-1.1389255523720325,-1.126802882779306,0,0,0,0,1,0,1,0,0,0,0.07092569070302945
-0.15343038529364178,-1.126802882779306,1,0,0,0,0,0,0,0,1,0,-0.7369699067139199
-1.1389255523720325,-1.126802882779306,1,0,0,0,0,0,0,0,1,0,1.742978319439305
-0.15343038529364178,0.3376024201323212,0,0,0,0,1,0,1,0,0,0,-0.25463858018071683
-1.1389255523720325,-1.126802882779306,1,0,0,0,0,0,1,0,0,0,2.128858691684524
-0.15343038529364178,0.3376024201323212,0,0,0,1,0,0,1,0,0,0,-0.51992081491881
0.832064781784749,1.0698050715881349,1,0,0,0,0,1,0,0,0,0,-0.37522143110713585
-1.1389255523720325,-0.39460023132349237,0,0,0,1,0,1,0,0,0,0,0.8426405175719927
1.8175599488631395,1.8020077230439484,0,0,1,0,0,0,0,0,0,1,-0.5922705164712063
-1.1389255523720325,-0.39460023132349237,0,1,0,0,0,0,0,1,0,0,2.000231793752127
-1.1389255523720325,-1.126802882779306,0,1,0,0,0,0,0,0,0,1,1.48573622806626
-0.15343038529364178,0.3376024201323212,0,0,1,0,0,0,0,0,1,0,-0.2787551323590902
-1.1389255523720325,-0.39460023132349237,1,0,0,0,0,0,1,0,0,0,2.000231793752127
1.8175599488631395,1.8020077230439484,1,0,0,0,0,1,0,0,0,0,-0.37522143110713585
