X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
1.0016569334580945,0.5690747038343136,-1.973438055259723,0.36108665819363867,-0.8016282201251428,-1.3221794887121257,-1.8379246716320963,-0.8583497942777392,-1.8355734733290017,0.4069713518182104,1.4984299217636445,-0.0735549407748474,-0.20196680992666616
1.0016569334580945,-0.24411561111555471,1.1063603178118397,-1.086080964098054,-0.006761229057462082,-1.1787173496878334,0.4846588251319414,-0.5083232088528741,-0.15243157612247496,-0.6944276700719879,-1.733017776442885,-0.0735549407748474,-0.20196680992666616
1.0016569334580945,-0.24411561111555471,1.1063603178118397,0.8434758656242028,-0.006761229057462082,-1.0492895503506996,0.5565829487269306,-0.5083232088528741,-0.7363787649492292,-0.6944276700719879,-1.510159314497607,-0.0735549407748474,-0.20196680992666616
1.4331011037889108,1.3822650187841818,-1.973438055259723,0.36108665819363867,0.19195551870946,-1.2114641422912042,-1.9058081141262435,-0.0051599923046306,-1.8183985560105675,3.2216577410931615,-0.005864696366981262,0.6002608559661655,-0.20196680992666616
1.4331011037889108,1.3822650187841818,-1.973438055259723,1.325865073054767,-0.24160829460018587,-0.9307773485480234,-1.8060032909354438,0.1260999772296937,-1.2859761191391152,3.3440354101920726,-1.2315862370660098,-0.0735549407748474,-0.20196680992666616
1.4331011037889108,1.3822650187841818,0.226417925505679,1.325865073054767,0.3003464720368702,-0.40059118258868154,-0.24710852223056254,1.241809718271451,0.5689149512517506,-0.9391830082698097,0.7741399204414915,-0.0735549407748474,-0.20196680992666616
1.4331011037889108,1.3822650187841818,0.226417925505679,-1.568470171528618,0.3003464720368702,-0.3444538238400452,-0.2163993458641625,-0.11454330024990092,0.895238380301996,-1.0615606773687207,-0.5072962357438564,-0.0735549407748474,-0.20196680992666616
1.4331011037889108,1.3822650187841818,0.226417925505679,-1.568470171528618,0.15582520093365576,0.5365908342982729,0.23858134609065776,0.36674325470928837,-1.8699233079658695,2.5485805610491514,-1.0087277751207315,-0.0735549407748474,-0.20196680992666616
1.4331011037889108,1.3822650187841818,0.6663891216587594,-1.086080964098054,0.06549940649414643,0.2886508331584629,0.5796148310017307,-0.4426932240857119,-0.9940025247257384,1.141237366411676,0.7741399204414915,-0.0735549407748474,-0.20196680992666616
1.0016569334580945,0.5690747038343136,0.6663891216587594,0.8434758656242028,0.3364767898126745,-0.3584881635272043,0.6038589176067832,-0.4208165624966579,0.6719644551623545,-0.26610582822579965,-0.005864696366981262,-0.0735549407748474,-0.20196680992666616
