climbRate,Altitude,RollRate,curRoll,diffClb,diffDiffClb,Se
0.4661985447261507,-1.4785570427856864,-0.9152111665940144,-0.16537142848786648,1.1331086045319303,0.032330229813412166,-0.364985124853163
1.3823567242952972,-1.0863221333448119,-0.19745973957204063,-0.6680350774559357,1.1331086045319303,0.032330229813412166,1.3197794844484265
-1.1421680371841285,0.09038259497781216,-0.6318882348748143,-0.3538702968508925,-0.5632567548090136,0.032330229813412166,-0.364985124853163
-1.2032452491554049,-0.6940872239039372,-0.4241180849474008,-0.793700989697953,0.5676534847516156,0.032330229813412166,-0.7861762771785603
0.018298990270123584,-1.0863221333448119,1.10582574633628,-0.41670325297190114,0.5676534847516156,0.032330229813412166,0.47739717979763174
-0.348164281557535,0.8748524138595614,0.9547201827527066,-1.547696463150057,-0.5632567548090136,0.032330229813412166,-0.364985124853163
-1.081090825212852,0.4826175044186868,0.8602792055129732,-0.10253847236685781,-0.5632567548090136,0.032330229813412166,-0.7861762771785603
-0.7349866240422857,-0.6940872239039372,-0.4807826712912408,0.2116263082381855,0.0021983649713010023,0.032330229813412166,-0.364985124853163
-0.2870870695862585,-1.870791952226561,0.9924965736486,0.7142899572062549,-0.5632567548090136,0.032330229813412166,0.47739717979763174
-0.5313959174713642,-1.870791952226561,0.4447389056581464,1.0912876939323068,-0.5632567548090136,0.032330229813412166,-0.364985124853163
0.42548040341196647,-2.2630268616674356,-1.3118632710008946,-0.6052021213349271,0.5676534847516156,0.032330229813412166,0.47739717979763174
-0.08349636301533711,-1.4785570427856864,0.6147326646896665,-1.3591975947870312,-1.128711874589328,0.032330229813412166,-0.364985124853163
-1.1828861784983127,-2.2630268616674356,0.10475138759510617,-0.793700989697953,-0.5632567548090136,0.032330229813412166,-2.0497497341547524
0.26260783815522926,-2.6552617711083104,0.4258507102101997,-0.5423691652139184,1.6985637243122447,0.032330229813412166,0.8985883321230292
1.3416385829811128,-2.2630268616674356,0.029198605803319486,-0.2910373407298838,0.5676534847516156,0.032330229813412166,0.47739717979763174
1.7488199961229556,-1.0863221333448119,-0.6130000394268675,-0.7308680335769444,0.0021983649713010023,0.032330229813412166,-0.364985124853163
1.952410702693877,-0.3018523144630625,-0.23523613046793396,-0.9821998580609792,0.5676534847516156,0.032330229813412166,1.3197794844484265
-0.38888242287171926,0.8748524138595614,0.1803041693868929,0.02312743987515952,-1.128711874589328,0.032330229813412166,-0.7861762771785603
-0.8775001186419304,0.4826175044186868,-0.40522988949945404,-0.10253847236685781,-0.5632567548090136,0.032330229813412166,-0.364985124853163
0.7308664632683485,0.09038259497781216,0.12363958304305286,-1.2963646386660224,1.1331086045319303,0.032330229813412166,0.8985883321230292
-0.3685233522146271,0.8748524138595614,-0.5374472576350808,0.33729222048020285,-0.5632567548090136,-1.6130537120809385,-0.7861762771785603
