Page total likes,Category,Post Month,Post Weekday,Post Hour,Paid,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime People who have liked your Page and engaged with your post,comment,like,share,Type_Link,Type_Photo,Type_Status,Type_Video,Total Interactions
0.9994028088805457,0.14087457181287896,1.5015312832414554,-0.07394008679618295,-1.1090188073489844,-0.6220007080967487,-0.4908593391388422,-0.3192505631595336,-0.7543907708883417,-0.7823896727009859,-0.6285073047793749,-0.229166254194837,-0.6444200543691998,-0.8021171453070735,-0.16455795679749943,-0.30657008354674825,-0.2421274529850984,0,1,0,0,-0.2951670518385499
0.9994028088805457,0.14087457181287896,1.5015312832414554,-0.5668739987707349,0.4949340131970674,-0.6220007080967487,-0.15156944211442586,-0.13722717755830488,0.5453648625729498,0.6377199725464789,0.12952615253854036,-0.08465217113561706,-0.06169768538578273,0.8135986932477849,-0.117298348297356,-0.1485536770133259,0.04089348184744397,0,0,1,0,-0.12668068617972728
0.9994028088805457,1.3148293369202027,1.5015312832414554,-0.5668739987707349,-1.1090188073489844,-0.6220007080967487,-0.5057814038886187,-0.3286084888978754,-0.7554069989051214,-0.7778525811826235,-0.6310090653645826,-0.23361953803331623,-0.6622717906283072,-0.7808792222522574,-0.35359639079807315,-0.34684877540820885,-0.312882686693234,0,1,0,0,-0.347819041106932
0.9994028088805457,0.14087457181287896,1.5015312832414554,-1.0598079107452867,0.4949340131970674,1.6109370857181982,1.5945322230600096,0.7612118932590444,1.311600787224876,-0.009949841699769034,-0.1481692724195078,0.7409966975195671,3.317883567287273,1.267763509343084,2.3874609022102455,4.319282758696382,2.823932674367444,0,1,0,0,4.119702248315288
0.9994028088805457,0.14087457181287896,1.5015312832414554,-1.0598079107452867,-1.1090188073489844,-0.6220007080967487,-0.29313097673177446,-0.20842821977078607,-0.25339035861592835,-0.44097353594420724,-0.4178590635048915,-0.1764299982128464,-0.44114480937498457,-0.3495860156006066,0.544336170704652,0.4556267009085832,0.5125950399016813,0,1,0,0,0.47618459094324744
0.9994028088805457,0.14087457181287896,1.5015312832414554,-1.5527418227198386,0.2657978959762029,-0.6220007080967487,-0.15104122743301784,-0.11387146318071631,0.2750482101095381,0.31104938322437836,-0.013074200818295186,-0.012261196257481384,0.16503239556930352,0.66329954547524,-0.3063367822979297,-0.08038973694008486,0.13523379345829142,0,0,1,0,-0.068763497984507
0.9994028088805457,1.3148293369202027,1.5015312832414554,-1.5527418227198386,-1.1090188073489844,1.6109370857181982,-0.09733940148986943,-0.13172711535554685,-0.44647368180407954,-0.6054431034848482,-0.5259351207858616,-0.022339680734039587,0.35736205044844566,-0.37735868421075075,-0.21181756529764284,0.22015127156465966,-0.00627667395797976,0,1,0,0,0.17606825211346963
0.9994028088805457,1.3148293369202027,1.5015312832414554,1.4048616491274726,0.2657978959762029,1.6109370857181982,-0.008071120331914528,-0.07101789796112301,-0.3895649128644139,-0.6428741085113389,-0.5554558956913118,0.049582527424256166,0.5825284756728072,-0.3071101694909743,-0.35359639079807315,0.4556267009085832,-0.312882686693234,0,1,0,0,0.33402421991861586
0.9994028088805457,0.14087457181287896,1.5015312832414554,1.4048616491274726,-1.1090188073489844,-0.6220007080967487,-0.09064868219203455,-0.09185818104692887,0.6195495077978711,0.6898965250076478,0.13853249064528786,-0.025888914469970385,0.1728506742229272,1.0455821604619304,-0.35359639079807315,-0.05250448872830444,0.0880636376528677,0,0,1,0,-0.052967901203992376
0.9994028088805457,1.3148293369202027,1.5015312832414554,0.9119277371529207,0.4949340131970674,-0.6220007080967487,-0.40537659653097813,-0.2726303676636439,-0.6507355131768079,-0.6984534796112796,-0.5829752621285959,-0.2085572601904464,-0.55529167771789,-0.6714222342005126,-0.21181756529764284,-0.20122581252446667,-0.029861751860691624,0,1,0,0,-0.18459787437494757
0.9994028088805457,0.14087457181287896,1.5015312832414554,0.4189938251783689,0.4949340131970674,-0.6220007080967487,0.34512842996957965,0.16614947621799475,3.3918195375730105,3.744493389745206,1.5635353199795603,0.35295830350351065,1.6114139464896813,5.208215079205893,-0.35359639079807315,0.1705774969659389,-0.1949572971796747,0,0,1,0,0.10498806660115384
0.9994028088805457,0.14087457181287896,1.5015312832414554,0.4189938251783689,0.4949340131970674,-0.6220007080967487,-0.47501289869660174,-0.31274693510461354,-0.7239039303849494,-0.7619727608683546,-0.6355122344179562,-0.21562224432517657,-0.5748373743519493,-0.726967571420801,-0.35359639079807315,-0.27868483533496785,-0.21854237508238655,0,1,0,0,-0.2793714550580353
0.9994028088805457,0.14087457181287896,1.5015312832414554,0.4189938251783689,0.4949340131970674,-0.6220007080967487,-0.48667763957769544,-0.31870316360380885,-0.7391473506366456,-0.7755840354234422,-0.6415164598224546,-0.21743034453027338,-0.5881284480631095,-0.7482054944756171,-0.35359639079807315,-0.27248811351012775,-0.312882686693234,0,1,0,0,-0.2846366539848735
0.9994028088805457,0.14087457181287896,1.5015312832414554,0.4189938251783689,-1.1090188073489844,-0.6220007080967487,-0.49979497083266117,-0.321792061096827,-0.6822385816969799,-0.7540328507112203,-0.6240041357260011,-0.21990811147799866,-0.6083256679183039,-0.6975612164218248,-0.117298348297356,-0.12686515062638556,-0.4072229983040815,0,1,0,0,-0.15827187974075652
0.9362282041257751,0.14087457181287896,1.5015312832414554,-0.07394008679618295,-0.6507465729072552,1.6109370857181982,0.3909070356916078,0.13496073486444038,-0.03388510699150381,-0.5237754561543231,-0.4994164585826606,0.29546741364885803,1.6583236184114232,0.12091566438301245,-0.2590771737977863,1.236413650838435,-0.1713722192769628,0,1,0,0,1.0185000804075828
0.9362282041257751,0.14087457181287896,1.5015312832414554,-0.5668739987707349,0.4949340131970674,-0.6220007080967487,-0.16917659816135977,-0.12910741748172136,0.34923285533445936,0.4653104948487036,0.004938475395199829,0.008464989426869208,0.25572442795133804,0.9018177582447134,-0.16455795679749943,-0.28488155715980795,-0.21854237508238655,0,0,1,0,-0.2741062561311971
0.9362282041257751,1.3148293369202027,1.5015312832414554,-0.5668739987707349,-1.1090188073489844,-0.6220007080967487,-0.536197765959697,-0.3467508741733237,-0.7696341911400378,-0.7665098523867172,-0.6340111780668317,-0.2494236731593477,-0.7212997944631658,-0.7955823997517455,-0.2590771737977863,-0.42740615913113006,-0.36005284249865777,0,1,0,0,-0.4162666271558287
0.9362282041257751,-1.0330801932944447,1.5015312832414554,-1.0598079107452867,0.9532062476387965,1.6109370857181982,1.7325723264679715,1.0713267748998603,0.7984056387511058,0.3450775696120972,0.12001946231475132,1.2681081323109875,4.324877857874001,1.138702284625355,0.35529773670407827,1.5493481029928595,-0.1713722192769628,0,1,0,0,1.3186164192373606
0.9362282041257751,1.3148293369202027,1.5015312832414554,-1.0598079107452867,-1.1090188073489844,-0.6220007080967487,-0.43900626458062186,-0.28773598873709544,-0.8031697156937694,-0.8084779489315704,-0.6520238542803267,-0.19683809219444848,-0.5440854783143628,-0.8315235003060497,-0.16455795679749943,-0.3840291063572494,-0.2421274529850984,0,0,1,0,-0.3609820384240275
0.9362282041257751,1.3148293369202027,1.5015312832414554,-1.5527418227198386,0.724070130417932,-0.6220007080967487,-0.5419641095650679,-0.3487840725231584,-0.8123157678447871,-0.8062094031723891,-0.6525242063973683,-0.24527173935505128,-0.7068359789539621,-0.8331571866948817,-0.35359639079807315,-0.44599632460565036,-0.4543931541095052,0,1,0,0,-0.4478578207168579
0.9362282041257751,0.14087457181287896,1.5015312832414554,-1.5527418227198386,-1.1090188073489844,-0.6220007080967487,-0.4866336216875781,-0.3195763962284174,-0.7320337545191874,-0.7449586676744953,-0.6159985018533367,-0.22108002827759846,-0.6023316542838592,-0.7400370625314571,-0.21181756529764284,-0.34684877540820885,-0.36005284249865777,0,1,0,0,-0.34518644164351286
0.9362282041257751,-1.0330801932944447,1.5015312832414554,1.4048616491274726,0.4949340131970674,-0.6220007080967487,-0.5510758128193562,-0.353450002069574,-0.9200359376234398,-0.8890113233825049,-0.6980562490481473,-0.24393240586979437,-0.7054026278674644,-0.9720205297456026,-0.35359639079807315,-0.5513405956279319,-0.6430737773312001,0,1,0,0,-0.5584269981804603
0.9362282041257751,-1.0330801932944447,1.5015312832414554,1.4048616491274726,0.4949340131970674,-0.6220007080967487,-0.45995878027647324,-0.29628584846460554,-0.8153644518951263,-0.7880610370989392,-0.6430175161735792,-0.175525948110298,-0.4541752737976907,-0.8233550683618897,-0.35359639079807315,-0.5017668210292112,-0.5959036215257764,1,0,0,0,-0.5110402078389165
0.9362282041257751,1.3148293369202027,1.5015312832414554,1.4048616491274726,-1.1090188073489844,-0.6220007080967487,-0.49213585795224496,-0.3218963276788698,-0.7564232269219012,-0.7721812167846703,-0.6365129386520394,-0.2310748044113281,-0.6468958426095139,-0.7629086719751053,-0.35359639079807315,-0.3282586099336886,-0.07703190766611535,0,1,0,0,-0.30569744969222634
0.9362282041257751,0.14087457181287896,1.5015312832414554,0.9119277371529207,0.4949340131970674,-0.6220007080967487,-0.23837272142581004,-0.1862715710866898,0.4274824126264996,0.5345011405037319,0.03696101088585763,-0.11857079164974815,-0.17480211657487174,0.6289921313097677,-0.21181756529764284,-0.24460286529834732,-0.1949572971796747,0,0,1,0,-0.23988246310674874
0.9389348084190662,0.14087457181287896,1.5015312832414554,0.9119277371529207,-1.1090188073489844,-0.6220007080967487,-0.2473523710097463,-0.18874790241020642,0.6104034556468534,0.7522815333851323,0.1480391808690769,-0.10882714054450417,-0.1581231221138079,0.9638978410203298,-0.35359639079807315,-0.27868483533496785,-0.21854237508238655,0,0,1,0,-0.2793714550580353
