cylinders,displacement,horsepower,weight,acceleration,model year,origin,mpg
1.498191258034802,1.090603697954175,0.669196079891938,0.6308698741675456,-1.2954983442942447,-1.627426292158321,-0.7151447804348405,-0.706438700650983
1.498191258034802,1.5035143043761154,1.5865991790243708,0.8543329711977774,-1.477037792582784,-1.627426292158321,-0.7151447804348405,-1.0907506236404463
1.498191258034802,1.196231992620253,1.1934264222533282,0.5504704530138114,-1.6585772408713233,-1.627426292158321,-0.7151447804348405,-0.706438700650983
1.498191258034802,1.061795981227063,1.1934264222533282,0.5469234197276172,-1.2954983442942447,-1.627426292158321,-0.7151447804348405,-0.9626466493106252
1.498191258034802,1.0425908367423216,0.9313112510726331,0.5658409305873193,-1.8401166891598626,-1.627426292158321,-0.7151447804348405,-0.834542674980804
1.498191258034802,2.262117511523401,2.4515792439206643,1.620492161015715,-2.0216561374484017,-1.627426292158321,-0.7151447804348405,-1.0907506236404463
1.498191258034802,2.502181817582669,3.0282326205181938,1.635862638589223,-2.3847350340254803,-1.627426292158321,-0.7151447804348405,-1.2188545979702672
1.498191258034802,2.3677458061894785,2.8971750349278462,1.586204172582505,-2.56627448231402,-1.627426292158321,-0.7151447804348405,-1.2188545979702672
1.498191258034802,2.5117843898250394,3.1592902061085413,1.7198090930291514,-2.0216561374484017,-1.627426292158321,-0.7151447804348405,-1.2188545979702672
1.498191258034802,1.8876171940709434,2.2418871069761086,1.0399610465086049,-2.56627448231402,-1.627426292158321,-0.7151447804348405,-1.0907506236404463
1.498191258034802,1.8203991883743487,1.7176567646147183,0.7006281954626973,-2.0216561374484017,-1.627426292158321,-0.7151447804348405,-1.0907506236404463
1.498191258034802,1.4074885819524083,1.4555415934340232,0.755016039184341,-2.747813930602559,-1.627426292158321,-0.7151447804348405,-1.2188545979702672
1.498191258034802,1.9836429164946505,1.1934264222533282,0.9347323923515116,-2.203195585736941,-1.627426292158321,-0.7151447804348405,-1.0907506236404463
1.498191258034802,2.5117843898250394,3.1592902061085413,0.13664990295782647,-2.0216561374484017,-1.627426292158321,-0.7151447804348405,-1.2188545979702672
-0.8563205709794179,-0.7722953170657413,-0.24820701924049474,-0.7075440191563827,-0.206261654563009,-1.627426292158321,1.7815887512587254,0.06218514532794337
0.3209353435276921,0.0439233235357685,-0.24820701924049474,-0.16248323751121402,-0.02472220627446969,-1.627426292158321,-0.7151447804348405,-0.19402280333169875
0.3209353435276921,0.0535258957781392,-0.19578398500435573,-0.23224155880636577,-0.02472220627446969,-1.627426292158321,-0.7151447804348405,-0.706438700650983
0.3209353435276921,0.0631284680205099,-0.5103221904211898,-0.4533399669791348,0.1568172420140696,-1.627426292158321,-0.7151447804348405,-0.3221267776615198
-0.8563205709794179,-0.9259364729436725,-0.43168763906698127,-0.993671370909378,-0.3878011028515483,-1.627426292158321,1.7815887512587254,0.44649706831740654
-0.8563205709794179,-0.9259364729436725,-1.5325713580259006,-1.3424629773851366,1.790672276610923,-1.627426292158321,0.5332219854119424,0.3183930939875855
-0.8563205709794179,-0.8011030337928534,-0.4578991561850508,-0.35284069053696704,0.7014355868796874,-1.627426292158321,0.5332219854119424,0.19028911965776443
-0.8563205709794179,-0.8299107505199654,-0.3792646048308423,-0.6389680422899623,-0.3878011028515483,-1.627426292158321,0.5332219854119424,0.06218514532794337
-0.8563205709794179,-0.8587184672470776,-0.24820701924049474,-0.7039969858701886,0.7014355868796874,-1.627426292158321,0.5332219854119424,0.19028911965776443
-0.8563205709794179,-0.6954747391267756,0.2236002888847564,-0.8707075503213139,-1.1139588960057054,-1.627426292158321,0.5332219854119424,0.3183930939875855
0.3209353435276921,0.0535258957781392,-0.3792646048308423,-0.3812169568265203,-0.206261654563009,-1.627426292158321,-0.7151447804348405,-0.3221267776615198
1.498191258034802,1.5995400267998223,2.8971750349278462,1.9444545344881146,-0.5693405511400875,-1.627426292158321,-0.7151447804348405,-1.7312704952895515
1.498191258034802,1.090603697954175,2.5040022781568037,1.6618742160213136,-0.206261654563009,-1.627426292158321,-0.7151447804348405,-1.7312704952895515
1.498191258034802,1.196231992620253,2.7661174493374987,1.6689682825937018,-0.7508799994286268,-1.627426292158321,-0.7151447804348405,-1.6031665209597303
1.498191258034802,1.061795981227063,2.3205216583303168,2.082788832649687,1.064514483456766,-1.627426292158321,-0.7151447804348405,-1.8593744696193726
-0.8563205709794179,-0.9259364729436725,-0.43168763906698127,-0.993671370909378,-0.3878011028515483,-1.3566421515734501,1.7815887512587254,0.44649706831740654
-0.8563205709794179,-0.5130258665217323,-0.3792646048308423,-0.8352372174593723,-0.02472220627446969,-1.3566421515734501,-0.7151447804348405,0.5746010426472277
-0.8563205709794179,-0.7722953170657413,-0.24820701924049474,-0.8778016168937022,-0.5693405511400875,-1.3566421515734501,1.7815887512587254,0.19028911965776443
-0.8563205709794179,-0.9163339007013018,3.7248806162991607e-16,-1.0929883029228142,1.2460539317453052,-1.3566421515734501,-0.7151447804348405,0.19028911965776443
0.3209353435276921,0.37041077977637243,-0.1171494336501472,-0.3977697788287597,-0.9324194477171661,-1.3566421515734501,-0.7151447804348405,-0.5783347263211619
0.3209353435276921,0.30319277407977746,0.013908151940200337,0.5540174863000055,-0.02472220627446969,-1.3566421515734501,-0.7151447804348405,-0.9626466493106252
0.3209353435276921,0.5432570801390451,-0.1171494336501472,0.4239595991395531,-0.02472220627446969,-1.3566421515734501,-0.7151447804348405,-0.834542674980804
0.3209353435276921,0.5432570801390451,-0.43168763906698127,0.3920362995638057,-0.02472220627446969,-1.3566421515734501,-0.7151447804348405,-0.5783347263211619
0.3209353435276921,0.37041077977637243,-0.1171494336501472,0.3754834775615663,-0.02472220627446969,-1.3566421515734501,-0.7151447804348405,-0.706438700650983
1.498191258034802,1.5035143043761154,1.5865991790243708,1.4644226964231721,-1.2954983442942447,-1.3566421515734501,-0.7151447804348405,-1.2188545979702672
1.498191258034802,1.9836429164946505,1.8487143502050658,1.7659205257496755,-1.477037792582784,-1.3566421515734501,-0.7151447804348405,-1.2188545979702672
1.498191258034802,1.5131168766184862,1.2720609736075368,1.399393752842946,-0.7508799994286268,-1.3566421515734501,-0.7151447804348405,-1.2188545979702672
1.498191258034802,1.196231992620253,1.1934264222533282,1.3308177759765256,-0.9324194477171661,-1.3566421515734501,-0.7151447804348405,-1.2188545979702672
1.498191258034802,1.8203991883743487,1.9797719357954133,2.346451640256786,-1.477037792582784,-1.3566421515734501,-0.7151447804348405,-1.4750625466299094
1.498191258034802,1.9836429164946505,1.7176567646147183,2.0993416546519263,-1.2954983442942447,-1.3566421515734501,-0.7151447804348405,-1.3469585723000883
1.498191258034802,1.9836429164946505,1.8487143502050658,2.565185359572092,-1.2954983442942447,-1.3566421515734501,-0.7151447804348405,-1.3469585723000883
0.3209353435276921,0.6200776580780107,0.14496573753054787,-0.009960806204865311,-0.7508799994286268,-1.3566421515734501,-0.7151447804348405,-0.706438700650983
-0.8563205709794179,-0.5130258665217323,-0.8510719129560934,-0.6649796197220528,1.2460539317453052,-1.3566421515734501,-0.7151447804348405,-0.19402280333169875
0.3209353435276921,0.5432570801390451,-0.1171494336501472,0.368389410989178,-0.206261654563009,-1.3566421515734501,-0.7151447804348405,-0.5783347263211619
0.3209353435276921,0.5432570801390451,-0.43168763906698127,0.19931415768058988,-0.3878011028515483,-1.3566421515734501,-0.7151447804348405,-0.706438700650983
-0.8563205709794179,-0.6858721668844049,-0.4841106733031203,-0.8872603723235533,-0.5693405511400875,-1.3566421515734501,-0.7151447804348405,-0.06591882900187769
-0.8563205709794179,-0.7434876003386292,-0.3792646048308423,-1.0019477819104976,-0.5693405511400875,-1.3566421515734501,0.5332219854119424,0.5746010426472277
-0.8563205709794179,-1.098782773306345,-0.9034949471922324,-1.0598826589183354,1.4275933800338445,-1.3566421515734501,0.5332219854119424,0.8308089913068697
-0.8563205709794179,-1.012359623125009,-0.7462258444838153,-1.0705237587769179,-0.3878011028515483,-1.3566421515734501,0.5332219854119424,0.8308089913068697
-0.8563205709794179,-1.1756033512453108,-1.03455253278258,-1.4157683319664824,1.2460539317453052,-1.3566421515734501,1.7815887512587254,0.9589129656366908
-0.8563205709794179,-1.16600077900294,-0.9297064643103019,-1.6049434405635041,0.8829750351682267,-1.3566421515734501,1.7815887512587254,1.471328862955975
-0.8563205709794179,-0.9259364729436725,-1.1656101183729275,-1.343645321813868,1.2460539317453052,-1.3566421515734501,0.5332219854119424,0.44649706831740654
-0.8563205709794179,-0.9835519063978967,-0.9034949471922324,-1.2005816459373704,1.790672276610923,-1.3566421515734501,-0.7151447804348405,0.3183930939875855
-0.8563205709794179,-0.7722953170657413,-0.24820701924049474,-0.8186843954571329,-0.02472220627446969,-1.0858580109885791,1.7815887512587254,0.06218514532794337
-0.8563205709794179,-0.9211351868224872,-0.6413797760115374,-0.9984007486243035,0.5198961385911481,-1.0858580109885791,-0.7151447804348405,0.19028911965776443
-0.8563205709794179,-0.9259364729436725,-1.3228792210813445,-0.8470606617466861,2.879908966342159,-1.0858580109885791,0.5332219854119424,-0.06591882900187769
-0.8563205709794179,-0.5130258665217323,-0.3792646048308423,-0.6649796197220528,1.4275933800338445,-1.0858580109885791,-0.7151447804348405,-0.4502307519913409
-0.8563205709794179,-0.6858721668844049,-0.4841106733031203,-0.880166305751165,0.3383566903026089,-1.0858580109885791,-0.7151447804348405,-0.3221267776615198
1.498191258034802,1.5035143043761154,1.5865991790243708,1.5412750842907124,-1.2954983442942447,-1.0858580109885791,-0.7151447804348405,-1.3469585723000883
1.498191258034802,1.9836429164946505,1.8487143502050658,1.672515315879896,-1.2954983442942447,-1.0858580109885791,-0.7151447804348405,-1.2188545979702672
1.498191258034802,1.196231992620253,1.1934264222533282,1.3769292086970497,-0.7508799994286268,-1.0858580109885791,-0.7151447804348405,-1.0907506236404463
