team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,date_month,date_day,date_dayofweek,date_month_sin,date_month_cos,date_dayofweek_sin,date_dayofweek_cos,department_finishing,department_finishing ,department_sweing,date_is_weekend_True,actual_productivity
0.45432263525107164,0.7191368337605292,1.0145521433347027,-0.05911268710868339,0.7505889183804746,0.37341414161365927,-0.0574726915986328,-0.11300466385061557,-0.3516174981879301,1.0992287974946935,1,1,3,-1.0719127468311858,0.9180818710694095,0.469254122558883,-1.6170679641957564,0,0,1,0,1.1789944887241703
-1.5673286450297188,0.20815096767282038,-1.0167776647819042,0.0,-1.0776823771579405,-0.23864319261577166,-0.0574726915986328,-0.11300466385061557,-0.3516174981879301,-1.1992682191402972,1,1,3,-1.0719127468311858,0.9180818710694095,0.469254122558883,-1.6170679641957564,0,1,0,0,0.8680956374918167
1.3207446125142674,0.7191368337605292,-0.33387785980300894,-0.1594664943334138,-0.27109209971452214,0.07363095750128493,-0.0574726915986328,-0.11300466385061557,-0.3516174981879301,-0.18522541768368367,1,1,3,-1.0719127468311858,0.9180818710694095,0.469254122558883,-1.6170679641957564,0,0,1,0,0.3754229508907624
1.609551938268666,0.7191368337605292,-0.33387785980300894,-0.1594664943334138,-0.27109209971452214,0.07363095750128493,-0.0574726915986328,-0.11300466385061557,-0.3516174981879301,-0.18522541768368367,1,1,3,-1.0719127468311858,0.9180818710694095,0.469254122558883,-1.6170679641957564,0,0,1,0,0.3754229508907624
-0.12329201625772564,0.7191368337605292,0.9907832076861733,-0.014670286766302774,-0.7908947229558362,0.07363095750128493,-0.0574726915986328,-0.11300466385061557,-0.3516174981879301,0.9640230906338116,1,1,3,-1.0719127468311858,0.9180818710694095,0.469254122558883,-1.6170679641957564,0,0,1,0,0.3743419200333151
0.16551530949667298,0.7191368337605292,0.9907832076861733,-0.14799748779344463,0.6430435480546854,-0.0013148385268086523,-0.0574726915986328,-0.11300466385061557,-0.3516174981879301,0.9640230906338116,1,1,3,-1.0719127468311858,0.9180818710694095,0.469254122558883,-1.6170679641957564,0,0,1,0,0.37286874401110387
-1.2785213192753202,0.20815096767282038,-1.0167776647819042,0.0,-1.0776823771579405,-0.23864319261577166,-0.0574726915986328,-0.11300466385061557,-0.3516174981879301,-1.1992682191402972,1,1,3,-1.0719127468311858,0.9180818710694095,0.469254122558883,-1.6170679641957564,0,1,0,0,0.1151023117371657
-0.9897139935209215,0.20815096767282038,1.1900765912007638,-0.2834751275468307,0.69681623321758,0.04240354248957927,-0.0574726915986328,-0.11300466385061557,-0.3516174981879301,1.0316259440642526,1,1,3,-1.0719127468311858,0.9180818710694095,0.469254122558883,-1.6170679641957564,0,0,1,0,0.1065985191940136
-1.2785213192753202,0.20815096767282038,0.43952673860682434,-0.3279175278892113,0.42795280740310715,-0.02629677053617318,-0.0574726915986328,-0.11300466385061557,-0.3516174981879301,0.9189545216801843,1,1,3,-1.0719127468311858,0.9180818710694095,0.469254122558883,-1.6170679641957564,0,0,1,0,0.10323902035112667
-1.5673286450297188,0.20815096767282038,1.1900765912007638,-0.3651917991441112,0.69681623321758,0.04240354248957927,-0.0574726915986328,-0.11300466385061557,-0.3516174981879301,1.0316259440642526,1,1,3,-1.0719127468311858,0.9180818710694095,0.469254122558883,-1.6170679641957564,0,0,1,0,0.08793239559095405
