process.b1.capacity,process.b2.capacity,process.b3.capacity,process.b4.capacity,property.price,property.product,property.winner,verification.time
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-1.5501030970675334,-1.2485311268800103,-0.42840815347023825,-0.6915770577084727
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-1.5501030970675334,-0.694140974257567,-0.42840815347023825,-0.687957674554337
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-1.5501030970675334,0.41463933098731937,-0.42840815347023825,-0.69238954168918
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-1.5501030970675334,1.5234196362322059,-0.42840815347023825,-0.6968481881246396
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-1.4258296352573472,-1.2485311268800103,-0.42840815347023825,-0.6990822244992779
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-1.4258296352573472,-1.2485311268800103,2.3949397740771707,-0.6994164301709729
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-1.4258296352573472,-1.2485311268800103,3.336055749926307,-0.6924511340805981
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-1.4258296352573472,-0.694140974257567,-0.42840815347023825,-0.6995176559273036
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-1.4258296352573472,-0.694140974257567,2.3949397740771707,-0.6998020520998518
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-1.4258296352573472,-0.694140974257567,3.336055749926307,-0.6883288356608829
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-1.4258296352573472,0.41463933098731937,-0.42840815347023825,-0.6995851397648574
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-1.4258296352573472,0.41463933098731937,2.3949397740771707,-0.6998100858900368
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-1.4258296352573472,0.41463933098731937,3.336055749926307,-0.6933723420218088
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-1.4258296352573472,1.5234196362322059,-0.42840815347023825,-0.6988264286197883
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-1.4258296352573472,1.5234196362322059,2.3949397740771707,-0.6997210714947872
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-1.4258296352573472,1.5234196362322059,3.336055749926307,-0.6997875912775189
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-0.3073684789656726,-0.13975082163512387,-0.42840815347023825,-0.6965194454302703
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-0.3073684789656726,0.9690294836097626,-0.42840815347023825,-0.6762737585781167
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-0.1830950171554865,-0.13975082163512387,-0.42840815347023825,-0.6989247622116523
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-0.1830950171554865,-0.13975082163512387,2.3949397740771707,-0.697959743334633
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-0.1830950171554865,-0.13975082163512387,3.336055749926307,-0.6995263324207034
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-0.1830950171554865,0.9690294836097626,-0.42840815347023825,-0.68857670486739
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-0.1830950171554865,0.9690294836097626,2.3949397740771707,-0.6708011407041106
-1.224744871391589,-2.5817493729066534,0.36225576031361967,0.8373066530890839,-0.1830950171554865,0.9690294836097626,3.336055749926307,-0.6872912984377938
-1.224744871391589,-1.3488101562520736,-2.7604806039088485,0.8373066530890839,-1.5501030970675334,-1.2485311268800103,-0.42840815347023825,-0.6449786644985522
