AT,V,AP,RH,PE
-0.6311419969837815,-0.9880004208309047,1.8236574315906746,-0.011292808448215534,463.26
0.7417746147000693,0.6831801171176201,1.1452307271431494,-0.9759155537115465,444.37
-1.9543541912191957,-1.1740374995836649,-0.18132074458055591,1.2874221296387527,488.56
0.1614419569237253,0.23858303060678615,-0.5045414077416551,0.22626864833416604,446.48
-1.187294127352778,-1.3238131138337683,-0.6745689440920271,1.59412971649324,473.9
0.8882011417778969,0.4057010844016384,-0.16953665790279884,-0.9971386233376379,443.67
-0.5062092720458186,-0.814576025383416,0.13179927285676787,0.13042252744213848,467.35
-1.367304720274144,-0.7554540723899541,0.9903541593784596,-0.4727234190284032,478.42
-0.6741296012635107,-0.7325935838991489,1.4381494531329033,-2.1965843647864354,475.98
-1.0637047650485565,-0.8461077336465956,0.32034465970074716,-0.1790235200092633,477.5
-0.22410311896009602,-0.833495050341324,-0.7738919603759139,0.11673022445756395,453.02
0.06471984729433476,-0.5804530915293068,0.23953949391046758,-0.6240233670079609,453.99
0.6289321534657802,1.5140406298524054,-0.32441322566750774,0.7404146254049694,440.29
0.812972834288371,0.33869620434238196,-0.07863084638874389,-0.7876463876736359,451.28
0.8774542407079648,1.1861108639153366,-0.6324829202429247,0.9759222367396646,433.99
0.23667026441325167,-0.8279770013952675,0.4247179988465217,-2.0712997924775713,462.19
-0.19454914101778187,-0.7325935838991489,1.6199610761610324,-1.6769614665218022,467.54
-1.1577401494104642,-0.9895770062440633,1.5761916113579675,0.285830166317069,477.2
-0.6996534913046001,-0.12166673630004202,1.806823022051049,-0.6671541214093729,459.85
-0.7641348977241936,-1.2473487212955576,0.3220281006547097,-1.2360693104184772,464.3
-0.25500045953615097,-0.9359731021966579,-0.698137117447522,-0.48436187656529234,468.27
-1.9140533122069496,-1.1212218882428386,0.9970879231943098,-0.586369533800379,495.24
-1.5983630932776884,-0.9470092000887708,-0.7940932518234838,0.6829069528697528,483.8
1.0171639546170845,0.7572796315360922,0.17893561956775791,-1.7899229661445488,443.61
1.0346276688557245,-0.44880820953053135,-1.6930507212403154,-1.2600308406414842,436.06
1.0494046578268812,1.2948952574233061,-0.5499943134986826,0.08797638818995568,443.25
-0.6795030517984769,-1.18113213394288,-0.3580820447467781,-0.05579279314808569,464.16
-1.5782126537715653,-1.129893108015213,1.739485383892489,1.0341145244241092,475.52
-1.8603188068572882,-1.4586111666588617,-0.18468762648848105,1.2970067417279556,484.41
1.460473623751792,0.8581810979782679,-0.09209837402044439,-2.1555074558327094,437.89
0.5657941096799282,0.7604328023624101,0.9735197498388148,-1.9891459745701194,445.11
0.8640206143705493,0.32450693562395055,0.06782851660613305,-0.5993772216357254,438.86
1.291209931900358,0.9898259799770422,-0.3580820447467781,-0.6904310364831512,440.98
1.0373143941232075,1.5660679484866515,-0.5314764630050752,0.3611378327322328,436.65
0.6920701972516323,0.7604328023624101,0.92975028503575,-1.973399826137858,444.26
-0.9280251390406613,-0.8090579764373595,-1.0011564891610705,1.103945269645443,465.86
0.6719197577455095,0.7438786555242407,-0.30926225708182553,0.08113023669766743,444.37
-0.44038450299248344,-0.5394618707871729,-0.5314764630050752,1.0628683606917175,450.69
-0.772195073526643,-1.177978963116562,0.2445898167723744,0.14890713647131584,469.02
0.47310208795176195,-0.23596917875406867,-0.20152203602812582,0.36319167817991915,448.86
0.3777233409561127,-0.5394618707871729,-0.9456029376802485,0.22695326348339517,447.14
-0.8420499304812028,-0.7444179744978411,0.6738672600332107,0.4864224050410968,469.18
-1.3941719729489748,-1.0053428603756533,0.8573623240153023,0.4487685718335149,482.8
-1.0529578639786241,-0.9012882231071603,0.14863368239641264,1.0231606820364492,476.7
-1.2611790722085625,-1.0762892039678076,1.2445537434270364,0.7712223071202631,474.99
0.43817465947448225,0.7604328023624101,1.0172892146418797,-2.0979997832974933,444.22
-0.4914322830746617,-1.2946462836903274,1.178899546222439,0.3474455297476573,461.33
0.20980301173842056,-0.8563555388321292,-0.38333365905623573,-0.8396771390150221,448.06
