squareMeters,numberOfRooms,floors,cityCode,cityPartRange,numPrevOwners,made,basement,attic,garage,hasGuestRoom,hasYard,hasPool,isNewBuilt,hasStormProtector,hasStorageRoom,price
0.8915624136870526,-1.643518309340503,0.4404534873397854,-1.4084526320837547,-0.8740265974191712,0.8675929340543297,-0.05248385526837157,-0.2503328507869054,1.3741298427650082,1.5374878238737986,0.631373262931512,0.0,1.0,0.0,1.0,0.0,7559081.5
1.0739560314733663,-0.39418008980060926,1.6520406873596294,-0.37388042807854216,0.866992878735506,0.1674412703700867,1.021904174790564,-0.47977152140007323,-0.8955918057571975,-1.6223704713939229,-0.942809600665556,1.0,1.0,1.0,0.0,1.0,8085989.5
0.20303345752000584,0.26519285940100135,-1.0826847069708756,-0.5436429424920874,0.1705850882736351,0.8675929340543297,1.6665369928259253,-0.7286777155804189,1.3212652648651912,-1.5956566935353793,1.261046408370339,0.0,1.0,0.0,0.0,1.0,5574642.1
-0.610091748602059,-0.11654937434729953,-1.532702809835389,-0.7683610718477917,1.5634006691973767,-0.5327103933141563,0.6995877657728833,-1.520588763545262,0.7300803446914214,-0.7408158020619862,-0.6279730279461424,0.0,0.0,0.0,1.0,0.0,3232561.2
0.7145210476421818,-1.0882568784338835,1.3751064702122364,-0.41994109405264785,-0.8740265974191712,0.5175171022122083,-1.6640659003567748,1.1826159374971519,-0.8980104465761434,-0.9965048187080457,-0.3131364552267288,1.0,1.0,1.0,0.0,1.0,7055052.0
-0.3700397825102013,-0.4982916080956004,-1.1519182612577237,-0.37015696106865936,0.866992878735506,0.1674412703700867,0.6995877657728833,-1.0512823918365095,-0.16447123820155934,0.7780532818952036,-1.2576461733849695,0.0,1.0,0.0,1.0,0.0,3926647.2
0.30625545539069027,-1.400591433318857,1.6866574645030534,-1.5092275771753048,1.5634006691973767,1.2176687658964511,-1.1268718853273072,0.3117918922153558,1.528922855177544,1.1253323940562696,0.0017001174926847859,1.0,1.0,1.0,1.0,0.0,5876376.5
1.2879765913682064,1.7227541155308774,-1.3596189241182683,1.6524441093182307,-0.8740265974191712,-0.5327103933141563,-0.2673614612801587,0.4494550945832565,-0.09674929527107491,0.3849791219766344,1.5758829810897526,1.0,0.0,1.0,0.0,0.0,8696869.3
0.057410504295033554,-1.643518309340503,0.37121993305293716,-1.4196919862061785,0.866992878735506,-0.8827862251562778,0.6995877657728833,-1.5299748909794368,0.26397370686885246,0.9688659808848004,0.0017001174926847859,0.0,0.0,1.0,1.0,1.0,5154055.2
-0.3539482724044347,-0.2900685715056181,-1.221151815544572,0.7168885465387903,-0.1776188069573003,0.8675929340543297,1.6665369928259253,0.057323548444387834,0.10848965422233203,0.14455512124974254,-0.6279730279461424,0.0,0.0,1.0,1.0,1.0,3970892.1
